queue_rank,scientific_name,module_id,module_bundle,cohort,pool_role,current_state,current_AF_observed,module_observed_79,priority_score,search_round,search_focus
15,Balaenoptera musculus,E,ABE_core,remaining21_first_pass,acdb_source_candidate,not_systematically_coded,0,16,99.71,standardized_first_pass,persistent externalization / cache / nest / dam / web / modified site
16,Dasyurus maculatus,A,ABE_core,remaining21_first_pass,database_unrepresented_family_mass_calibration,not_systematically_coded,0,16,99.71,standardized_first_pass,innovation / transfer / reversal / planning / novel problem solving
17,Dasyurus maculatus,E,ABE_core,remaining21_first_pass,database_unrepresented_family_mass_calibration,not_systematically_coded,0,16,99.71,standardized_first_pass,persistent externalization / cache / nest / dam / web / modified site
18,Eschrichtius robustus,A,ABE_core,remaining21_first_pass,acdb_source_candidate,not_systematically_coded,0,16,99.71,standardized_first_pass,innovation / transfer / reversal / planning / novel problem solving
19,Eschrichtius robustus,E,ABE_core,remaining21_first_pass,acdb_source_candidate,not_systematically_coded,0,16,99.71,standardized_first_pass,persistent externalization / cache / nest / dam / web / modified site
20,Eubalaena australis,A,ABE_core,remaining21_first_pass,acdb_source_candidate,not_systematically_coded,0,16,99.71,standardized_first_pass,innovation / transfer / reversal / planning / novel problem solving
21,Eubalaena australis,E,ABE_core,remaining21_first_pass,acdb_source_candidate,not_systematically_coded,0,16,99.71,standardized_first_pass,persistent externalization / cache / nest / dam / web / modified site
22,Eubalaena glacialis,A,ABE_core,remaining21_first_pass,database_unrepresented_family_mass_calibration,not_systematically_coded,0,16,99.71,standardized_first_pass,innovation / transfer / reversal / planning / novel problem solving
23,Eubalaena glacialis,E,ABE_core,remaining21_first_pass,database_unrepresented_family_mass_calibration,not_systematically_coded,0,16,99.71,standardized_first_pass,persistent externalization / cache / nest / dam / web / modified site
24,Galerella sanguinea,A,ABE_core,remaining21_first_pass,database_unrepresented_family_mass_calibration,not_systematically_coded,0,16,99.71,standardized_first_pass,innovation / transfer / reversal / planning / novel problem solving
25,Galerella sanguinea,E,ABE_core,remaining21_first_pass,database_unrepresented_family_mass_calibration,not_systematically_coded,0,16,99.71,standardized_first_pass,persistent externalization / cache / nest / dam / web / modified site
26,Hyaena brunnea,A,ABE_core,remaining21_first_pass,database_unrepresented_family_mass_calibration,not_systematically_coded,0,16,99.71,standardized_first_pass,innovation / transfer / reversal / planning / novel problem solving
27,Hyaena brunnea,E,ABE_core,remaining21_first_pass,database_unrepresented_family_mass_calibration,not_systematically_coded,0,16,99.71,standardized_first_pass,persistent externalization / cache / nest / dam / web / modified site
28,Leptonychotes weddellii,A,ABE_core,remaining21_first_pass,database_unrepresented_family_mass_calibration,not_systematically_coded,0,16,99.71,standardized_first_pass,innovation / transfer / reversal / planning / novel problem solving
29,Leptonychotes weddellii,E,ABE_core,remaining21_first_pass,database_unrepresented_family_mass_calibration,not_systematically_coded,0,16,99.71,standardized_first_pass,persistent externalization / cache / nest / dam / web / modified site
30,Macropus antilopinus,A,ABE_core,remaining21_first_pass,database_unrepresented_family_mass_calibration,not_systematically_coded,0,16,99.71,standardized_first_pass,innovation / transfer / reversal / planning / novel problem solving
31,Macropus antilopinus,E,ABE_core,remaining21_first_pass,database_unrepresented_family_mass_calibration,not_systematically_coded,0,16,99.71,standardized_first_pass,persistent externalization / cache / nest / dam / web / modified site
32,Melursus ursinus,A,ABE_core,remaining21_first_pass,database_unrepresented_family_mass_calibration,not_systematically_coded,0,16,99.71,standardized_first_pass,innovation / transfer / reversal / planning / novel problem solving
33,Melursus ursinus,E,ABE_core,remaining21_first_pass,database_unrepresented_family_mass_calibration,not_systematically_coded,0,16,99.71,standardized_first_pass,persistent externalization / cache / nest / dam / web / modified site
34,Panthera tigris,A,ABE_core,remaining21_first_pass,database_unrepresented_family_mass_calibration,not_systematically_coded,0,16,99.71,standardized_first_pass,innovation / transfer / reversal / planning / novel problem solving
35,Panthera tigris,E,ABE_core,remaining21_first_pass,database_unrepresented_family_mass_calibration,not_systematically_coded,0,16,99.71,standardized_first_pass,persistent externalization / cache / nest / dam / web / modified site
36,Procyon cancrivorus,A,ABE_core,remaining21_first_pass,database_unrepresented_family_mass_calibration,not_systematically_coded,0,16,99.71,standardized_first_pass,innovation / transfer / reversal / planning / novel problem solving
37,Procyon cancrivorus,E,ABE_core,remaining21_first_pass,database_unrepresented_family_mass_calibration,not_systematically_coded,0,16,99.71,standardized_first_pass,persistent externalization / cache / nest / dam / web / modified site
38,Tragelaphus eurycerus,A,ABE_core,remaining21_first_pass,database_unrepresented_family_mass_calibration,not_systematically_coded,0,16,99.71,standardized_first_pass,innovation / transfer / reversal / planning / novel problem solving
39,Tragelaphus eurycerus,E,ABE_core,remaining21_first_pass,database_unrepresented_family_mass_calibration,not_systematically_coded,0,16,99.71,standardized_first_pass,persistent externalization / cache / nest / dam / web / modified site
40,Callithrix jacchus,B,ABE_core,retained29_backfill,retained_pilot7,not_tested,0,18,98.15,systematic_backfill,social learning / transmission / imitation / teaching / tradition
41,Homo sapiens,B,ABE_core,retained29_backfill,retained_pilot7,not_tested,0,18,98.15,systematic_backfill,social learning / transmission / imitation / teaching / tradition
42,Leontopithecus rosalia,B,ABE_core,retained29_backfill,retained_pilot7,not_tested,0,18,98.15,systematic_backfill,social learning / transmission / imitation / teaching / tradition
43,Pongo abelii,B,ABE_core,retained29_backfill,retained_pilot7,not_tested,0,18,98.15,systematic_backfill,social learning / transmission / imitation / teaching / tradition
44,Sapajus libidinosus,B,ABE_core,retained29_backfill,retained_pilot7,not_tested,0,18,98.15,systematic_backfill,social learning / transmission / imitation / teaching / tradition
45,Callithrix jacchus,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,0,16,97.86,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
46,Callithrix jacchus,E,ABE_core,retained29_backfill,retained_pilot7,not_tested,0,16,97.86,systematic_backfill,persistent externalization / cache / nest / dam / web / modified site
47,Homo sapiens,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,0,16,97.86,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
48,Homo sapiens,E,ABE_core,retained29_backfill,retained_pilot7,not_tested,0,16,97.86,systematic_backfill,persistent externalization / cache / nest / dam / web / modified site
49,Leontopithecus rosalia,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,0,16,97.86,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
50,Leontopithecus rosalia,E,ABE_core,retained29_backfill,retained_pilot7,not_tested,0,16,97.86,systematic_backfill,persistent externalization / cache / nest / dam / web / modified site
51,Pongo abelii,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,0,16,97.86,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
52,Pongo abelii,E,ABE_core,retained29_backfill,retained_pilot7,not_tested,0,16,97.86,systematic_backfill,persistent externalization / cache / nest / dam / web / modified site
53,Sapajus libidinosus,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,0,16,97.86,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
54,Sapajus libidinosus,E,ABE_core,retained29_backfill,retained_pilot7,not_tested,0,16,97.86,systematic_backfill,persistent externalization / cache / nest / dam / web / modified site
55,Bison bison,B,ABE_core,remaining21_first_pass,asnr_source_candidate,not_systematically_coded,1,18,94.51,standardized_first_pass,social learning / transmission / imitation / teaching / tradition
56,Crocuta crocuta,B,ABE_core,remaining21_first_pass,asnr_source_candidate,not_systematically_coded,1,18,94.51,standardized_first_pass,social learning / transmission / imitation / teaching / tradition
57,Dendrobates pumilio,B,ABE_core,remaining21_first_pass,asnr_source_candidate,not_systematically_coded,1,18,94.51,standardized_first_pass,social learning / transmission / imitation / teaching / tradition
58,Desmodus rotundus,B,ABE_core,remaining21_first_pass,asnr_source_candidate,not_systematically_coded,1,18,94.51,standardized_first_pass,social learning / transmission / imitation / teaching / tradition
59,Gasterosteus aculeatus,B,ABE_core,remaining21_first_pass,asnr_source_candidate,not_systematically_coded,1,18,94.51,standardized_first_pass,social learning / transmission / imitation / teaching / tradition
60,Otospermophilus beecheyi,B,ABE_core,remaining21_first_pass,asnr_source_candidate,not_systematically_coded,1,18,94.51,standardized_first_pass,social learning / transmission / imitation / teaching / tradition
61,Poecilia reticulata,B,ABE_core,remaining21_first_pass,asnr_source_candidate,not_systematically_coded,1,18,94.51,standardized_first_pass,social learning / transmission / imitation / teaching / tradition
62,Sarcophilus harrisii,B,ABE_core,remaining21_first_pass,asnr_source_candidate,not_systematically_coded,1,18,94.51,standardized_first_pass,social learning / transmission / imitation / teaching / tradition
63,Bison bison,A,ABE_core,remaining21_first_pass,asnr_source_candidate,not_systematically_coded,1,16,94.22,standardized_first_pass,innovation / transfer / reversal / planning / novel problem solving
64,Bison bison,E,ABE_core,remaining21_first_pass,asnr_source_candidate,not_systematically_coded,1,16,94.22,standardized_first_pass,persistent externalization / cache / nest / dam / web / modified site
65,Crocuta crocuta,A,ABE_core,remaining21_first_pass,asnr_source_candidate,not_systematically_coded,1,16,94.22,standardized_first_pass,innovation / transfer / reversal / planning / novel problem solving
66,Crocuta crocuta,E,ABE_core,remaining21_first_pass,asnr_source_candidate,not_systematically_coded,1,16,94.22,standardized_first_pass,persistent externalization / cache / nest / dam / web / modified site
67,Dendrobates pumilio,A,ABE_core,remaining21_first_pass,asnr_source_candidate,not_systematically_coded,1,16,94.22,standardized_first_pass,innovation / transfer / reversal / planning / novel problem solving
68,Dendrobates pumilio,E,ABE_core,remaining21_first_pass,asnr_source_candidate,not_systematically_coded,1,16,94.22,standardized_first_pass,persistent externalization / cache / nest / dam / web / modified site
69,Desmodus rotundus,A,ABE_core,remaining21_first_pass,asnr_source_candidate,not_systematically_coded,1,16,94.22,standardized_first_pass,innovation / transfer / reversal / planning / novel problem solving
70,Desmodus rotundus,E,ABE_core,remaining21_first_pass,asnr_source_candidate,not_systematically_coded,1,16,94.22,standardized_first_pass,persistent externalization / cache / nest / dam / web / modified site
71,Gasterosteus aculeatus,A,ABE_core,remaining21_first_pass,asnr_source_candidate,not_systematically_coded,1,16,94.22,standardized_first_pass,innovation / transfer / reversal / planning / novel problem solving
72,Gasterosteus aculeatus,E,ABE_core,remaining21_first_pass,asnr_source_candidate,not_systematically_coded,1,16,94.22,standardized_first_pass,persistent externalization / cache / nest / dam / web / modified site
73,Otospermophilus beecheyi,A,ABE_core,remaining21_first_pass,asnr_source_candidate,not_systematically_coded,1,16,94.22,standardized_first_pass,innovation / transfer / reversal / planning / novel problem solving
74,Otospermophilus beecheyi,E,ABE_core,remaining21_first_pass,asnr_source_candidate,not_systematically_coded,1,16,94.22,standardized_first_pass,persistent externalization / cache / nest / dam / web / modified site
75,Poecilia reticulata,A,ABE_core,remaining21_first_pass,asnr_source_candidate,not_systematically_coded,1,16,94.22,standardized_first_pass,innovation / transfer / reversal / planning / novel problem solving
76,Poecilia reticulata,E,ABE_core,remaining21_first_pass,asnr_source_candidate,not_systematically_coded,1,16,94.22,standardized_first_pass,persistent externalization / cache / nest / dam / web / modified site
77,Sarcophilus harrisii,A,ABE_core,remaining21_first_pass,asnr_source_candidate,not_systematically_coded,1,16,94.22,standardized_first_pass,innovation / transfer / reversal / planning / novel problem solving
78,Sarcophilus harrisii,E,ABE_core,remaining21_first_pass,asnr_source_candidate,not_systematically_coded,1,16,94.22,standardized_first_pass,persistent externalization / cache / nest / dam / web / modified site
79,Gorilla beringei,B,ABE_core,retained29_backfill,retained_pilot7,not_tested,1,18,92.66,systematic_backfill,social learning / transmission / imitation / teaching / tradition
80,Gorilla gorilla,B,ABE_core,retained29_backfill,retained_pilot7,not_tested,1,18,92.66,systematic_backfill,social learning / transmission / imitation / teaching / tradition
81,Pongo pygmaeus,B,ABE_core,retained29_backfill,retained_pilot7,not_tested,1,18,92.66,systematic_backfill,social learning / transmission / imitation / teaching / tradition
82,Tursiops truncatus,B,ABE_core,retained29_backfill,retained_pilot7,not_tested,1,18,92.66,systematic_backfill,social learning / transmission / imitation / teaching / tradition
83,Apis mellifera,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,1,16,92.37,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
84,Apis mellifera,E,ABE_core,retained29_backfill,retained_pilot7,not_tested,1,16,92.37,systematic_backfill,persistent externalization / cache / nest / dam / web / modified site
85,Bombus terrestris,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,1,16,92.37,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
86,Bombus terrestris,E,ABE_core,retained29_backfill,retained_pilot7,not_tested,1,16,92.37,systematic_backfill,persistent externalization / cache / nest / dam / web / modified site
87,Gorilla beringei,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,1,16,92.37,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
88,Gorilla beringei,E,ABE_core,retained29_backfill,retained_pilot7,not_tested,1,16,92.37,systematic_backfill,persistent externalization / cache / nest / dam / web / modified site
89,Gorilla gorilla,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,1,16,92.37,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
90,Gorilla gorilla,E,ABE_core,retained29_backfill,retained_pilot7,not_tested,1,16,92.37,systematic_backfill,persistent externalization / cache / nest / dam / web / modified site
91,Octopus vulgaris,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,1,16,92.37,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
92,Octopus vulgaris,E,ABE_core,retained29_backfill,retained_pilot7,not_tested,1,16,92.37,systematic_backfill,persistent externalization / cache / nest / dam / web / modified site
93,Pongo pygmaeus,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,1,16,92.37,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
94,Pongo pygmaeus,E,ABE_core,retained29_backfill,retained_pilot7,not_tested,1,16,92.37,systematic_backfill,persistent externalization / cache / nest / dam / web / modified site
95,Suricata suricatta,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,1,16,92.37,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
96,Suricata suricatta,E,ABE_core,retained29_backfill,retained_pilot7,not_tested,1,16,92.37,systematic_backfill,persistent externalization / cache / nest / dam / web / modified site
97,Tursiops aduncus,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,1,16,92.37,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
98,Tursiops aduncus,E,ABE_core,retained29_backfill,retained_pilot7,not_tested,1,16,92.37,systematic_backfill,persistent externalization / cache / nest / dam / web / modified site
99,Tursiops truncatus,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,1,16,92.37,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
100,Tursiops truncatus,E,ABE_core,retained29_backfill,retained_pilot7,not_tested,1,16,92.37,systematic_backfill,persistent externalization / cache / nest / dam / web / modified site
101,Balaenoptera musculus,D,CDF_support,remaining21_first_pass,acdb_source_candidate,not_systematically_coded,0,17,90.82,standardized_first_pass,tool use / manipulation / construction / object modification
102,Dasyurus maculatus,D,CDF_support,remaining21_first_pass,database_unrepresented_family_mass_calibration,not_systematically_coded,0,17,90.82,standardized_first_pass,tool use / manipulation / construction / object modification
103,Eschrichtius robustus,D,CDF_support,remaining21_first_pass,acdb_source_candidate,not_systematically_coded,0,17,90.82,standardized_first_pass,tool use / manipulation / construction / object modification
104,Eubalaena australis,D,CDF_support,remaining21_first_pass,acdb_source_candidate,not_systematically_coded,0,17,90.82,standardized_first_pass,tool use / manipulation / construction / object modification
105,Eubalaena glacialis,D,CDF_support,remaining21_first_pass,database_unrepresented_family_mass_calibration,not_systematically_coded,0,17,90.82,standardized_first_pass,tool use / manipulation / construction / object modification
106,Galerella sanguinea,D,CDF_support,remaining21_first_pass,database_unrepresented_family_mass_calibration,not_systematically_coded,0,17,90.82,standardized_first_pass,tool use / manipulation / construction / object modification
107,Hyaena brunnea,D,CDF_support,remaining21_first_pass,database_unrepresented_family_mass_calibration,not_systematically_coded,0,17,90.82,standardized_first_pass,tool use / manipulation / construction / object modification
108,Leptonychotes weddellii,D,CDF_support,remaining21_first_pass,database_unrepresented_family_mass_calibration,not_systematically_coded,0,17,90.82,standardized_first_pass,tool use / manipulation / construction / object modification
109,Macropus antilopinus,D,CDF_support,remaining21_first_pass,database_unrepresented_family_mass_calibration,not_systematically_coded,0,17,90.82,standardized_first_pass,tool use / manipulation / construction / object modification
110,Melursus ursinus,D,CDF_support,remaining21_first_pass,database_unrepresented_family_mass_calibration,not_systematically_coded,0,17,90.82,standardized_first_pass,tool use / manipulation / construction / object modification
111,Panthera tigris,D,CDF_support,remaining21_first_pass,database_unrepresented_family_mass_calibration,not_systematically_coded,0,17,90.82,standardized_first_pass,tool use / manipulation / construction / object modification
112,Procyon cancrivorus,D,CDF_support,remaining21_first_pass,database_unrepresented_family_mass_calibration,not_systematically_coded,0,17,90.82,standardized_first_pass,tool use / manipulation / construction / object modification
113,Tragelaphus eurycerus,D,CDF_support,remaining21_first_pass,database_unrepresented_family_mass_calibration,not_systematically_coded,0,17,90.82,standardized_first_pass,tool use / manipulation / construction / object modification
114,Camponotus sericeiventris,B,ABE_core,pilot9_deep29_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,18,90.76,targeted_second_pass,social learning / transmission / imitation / teaching / tradition
115,Chelydra serpentina,B,ABE_core,pilot9_deep29_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,18,90.76,targeted_second_pass,social learning / transmission / imitation / teaching / tradition
116,Ctenophorus nuchalis,B,ABE_core,pilot9_deep29_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,18,90.76,targeted_second_pass,social learning / transmission / imitation / teaching / tradition
117,Metazygia rogenhoferi,B,ABE_core,pilot9_deep29_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,18,90.76,targeted_second_pass,social learning / transmission / imitation / teaching / tradition
118,Natrix natrix,B,ABE_core,pilot9_deep29_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,18,90.76,targeted_second_pass,social learning / transmission / imitation / teaching / tradition
119,Platymantis vitiensis,B,ABE_core,pilot9_deep29_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,18,90.76,targeted_second_pass,social learning / transmission / imitation / teaching / tradition
120,Trichoniscus pusillus,B,ABE_core,pilot9_deep29_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,18,90.76,targeted_second_pass,social learning / transmission / imitation / teaching / tradition
121,Zosis geniculata,B,ABE_core,pilot9_deep29_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,18,90.76,targeted_second_pass,social learning / transmission / imitation / teaching / tradition
122,Camponotus sericeiventris,A,ABE_core,pilot9_deep29_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,16,90.46,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
123,Camponotus sericeiventris,E,ABE_core,pilot9_deep29_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,16,90.46,targeted_second_pass,persistent externalization / cache / nest / dam / web / modified site
124,Chelydra serpentina,A,ABE_core,pilot9_deep29_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,16,90.46,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
125,Chelydra serpentina,E,ABE_core,pilot9_deep29_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,16,90.46,targeted_second_pass,persistent externalization / cache / nest / dam / web / modified site
126,Ctenophorus nuchalis,A,ABE_core,pilot9_deep29_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,16,90.46,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
127,Ctenophorus nuchalis,E,ABE_core,pilot9_deep29_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,16,90.46,targeted_second_pass,persistent externalization / cache / nest / dam / web / modified site
128,Metazygia rogenhoferi,A,ABE_core,pilot9_deep29_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,16,90.46,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
129,Metazygia rogenhoferi,E,ABE_core,pilot9_deep29_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,16,90.46,targeted_second_pass,persistent externalization / cache / nest / dam / web / modified site
130,Natrix natrix,A,ABE_core,pilot9_deep29_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,16,90.46,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
131,Natrix natrix,E,ABE_core,pilot9_deep29_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,16,90.46,targeted_second_pass,persistent externalization / cache / nest / dam / web / modified site
132,Platymantis vitiensis,A,ABE_core,pilot9_deep29_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,16,90.46,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
133,Platymantis vitiensis,E,ABE_core,pilot9_deep29_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,16,90.46,targeted_second_pass,persistent externalization / cache / nest / dam / web / modified site
134,Trichoniscus pusillus,A,ABE_core,pilot9_deep29_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,16,90.46,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
135,Trichoniscus pusillus,E,ABE_core,pilot9_deep29_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,16,90.46,targeted_second_pass,persistent externalization / cache / nest / dam / web / modified site
136,Zosis geniculata,A,ABE_core,pilot9_deep29_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,16,90.46,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
137,Zosis geniculata,E,ABE_core,pilot9_deep29_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,16,90.46,targeted_second_pass,persistent externalization / cache / nest / dam / web / modified site
138,Callithrix jacchus,D,CDF_support,retained29_backfill,retained_pilot7,not_tested,0,17,88.97,systematic_backfill,tool use / manipulation / construction / object modification
139,Homo sapiens,D,CDF_support,retained29_backfill,retained_pilot7,not_tested,0,17,88.97,systematic_backfill,tool use / manipulation / construction / object modification
140,Leontopithecus rosalia,D,CDF_support,retained29_backfill,retained_pilot7,not_tested,0,17,88.97,systematic_backfill,tool use / manipulation / construction / object modification
141,Pongo abelii,D,CDF_support,retained29_backfill,retained_pilot7,not_tested,0,17,88.97,systematic_backfill,tool use / manipulation / construction / object modification
142,Sapajus libidinosus,D,CDF_support,retained29_backfill,retained_pilot7,not_tested,0,17,88.97,systematic_backfill,tool use / manipulation / construction / object modification
143,Cacatua goffiniana,B,ABE_core,retained29_backfill,retained_pilot7,not_tested,2,18,87.17,systematic_backfill,social learning / transmission / imitation / teaching / tradition
144,Elephas maximus,B,ABE_core,retained29_backfill,retained_pilot7,not_tested,2,18,87.17,systematic_backfill,social learning / transmission / imitation / teaching / tradition
145,Loxodonta africana,B,ABE_core,retained29_backfill,retained_pilot7,not_tested,2,18,87.17,systematic_backfill,social learning / transmission / imitation / teaching / tradition
146,Melopsittacus undulatus,B,ABE_core,retained29_backfill,retained_pilot7,not_tested,2,18,87.17,systematic_backfill,social learning / transmission / imitation / teaching / tradition
147,Orcinus orca,B,ABE_core,retained29_backfill,retained_pilot7,not_tested,2,18,87.17,systematic_backfill,social learning / transmission / imitation / teaching / tradition
148,Physeter macrocephalus,B,ABE_core,retained29_backfill,retained_pilot7,not_tested,2,18,87.17,systematic_backfill,social learning / transmission / imitation / teaching / tradition
149,Psittacus erithacus,B,ABE_core,retained29_backfill,retained_pilot7,not_tested,2,18,87.17,systematic_backfill,social learning / transmission / imitation / teaching / tradition
150,Cacatua goffiniana,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,2,16,86.88,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
151,Elephas maximus,E,ABE_core,retained29_backfill,retained_pilot7,not_tested,2,16,86.88,systematic_backfill,persistent externalization / cache / nest / dam / web / modified site
152,Loxodonta africana,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,2,16,86.88,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
153,Loxodonta africana,E,ABE_core,retained29_backfill,retained_pilot7,not_tested,2,16,86.88,systematic_backfill,persistent externalization / cache / nest / dam / web / modified site
154,Macaca fuscata,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,2,16,86.88,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
155,Macaca fuscata,E,ABE_core,retained29_backfill,retained_pilot7,not_tested,2,16,86.88,systematic_backfill,persistent externalization / cache / nest / dam / web / modified site
156,Megaptera novaeangliae,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,2,16,86.88,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
157,Megaptera novaeangliae,E,ABE_core,retained29_backfill,retained_pilot7,not_tested,2,16,86.88,systematic_backfill,persistent externalization / cache / nest / dam / web / modified site
158,Melopsittacus undulatus,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,2,16,86.88,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
