scientific_name,outcome_id,outcome_state,evidence_scope,source_ids,evidence_summary,confidence,first_pass_status,tested_negative_status,notes
Natrix natrix,O1,not_located_first_pass,,,,,broad_plus_species_targeted_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species outcome evidence located in standardized first-pass search; missing is not biological absence.
Natrix natrix,O2,not_located_first_pass,,,,,broad_plus_species_targeted_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species outcome evidence located in standardized first-pass search; missing is not biological absence.
Natrix natrix,O3,not_located_first_pass,,,,,dedicated_cumulative_search_complete_no_exact_direct_evidence,not_searched,Dedicated exact-name cumulative/open-ended search found no direct exact-species evidence; not a tested negative.
Natrix natrix,O4,not_systematically_coded,,,,,deferred_by_codebook_protocol,not_searched,O4 requires dedicated domain-breadth coding with research-effort correction; raw case-database counts are prohibited.
Natrix natrix,O5,not_located_first_pass,,,,,broad_plus_species_targeted_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species outcome evidence located in standardized first-pass search; missing is not biological absence.
Natrix natrix,O6,not_located_first_pass,,,,,broad_plus_species_targeted_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species outcome evidence located in standardized first-pass search; missing is not biological absence.
Natrix natrix,O7,not_located_first_pass,,,,,dedicated_cumulative_search_complete_no_exact_direct_evidence,not_searched,Dedicated exact-name cumulative/open-ended search found no direct exact-species evidence; not a tested negative.
Nephila clavipes,O1,not_located_first_pass,,,,,broad_plus_species_targeted_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species outcome evidence located in standardized first-pass search; missing is not biological absence.
Nephila clavipes,O2,not_located_first_pass,,,,,broad_plus_species_targeted_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species outcome evidence located in standardized first-pass search; missing is not biological absence.
Nephila clavipes,O3,not_located_first_pass,,,,,dedicated_cumulative_search_complete_no_exact_direct_evidence,not_searched,Dedicated exact-name cumulative/open-ended search found no direct exact-species evidence; not a tested negative.
Nephila clavipes,O4,not_systematically_coded,,,,,deferred_by_codebook_protocol,not_searched,O4 requires dedicated domain-breadth coding with research-effort correction; raw case-database counts are prohibited.
Nephila clavipes,O5,not_located_first_pass,,,,,broad_plus_species_targeted_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species outcome evidence located in standardized first-pass search; missing is not biological absence.
Nephila clavipes,O6,positive,exact_species,pmcid:PMC7716925,persistent orb-web construction,high,evidence_located,not_searched,Direct web construction; persistent externalization but not cumulative culture.
Nephila clavipes,O7,not_located_first_pass,,,,,dedicated_cumulative_search_complete_no_exact_direct_evidence,not_searched,Dedicated exact-name cumulative/open-ended search found no direct exact-species evidence; not a tested negative.
Paraponera clavata,O1,not_located_first_pass,,,,,broad_plus_species_targeted_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species outcome evidence located in standardized first-pass search; missing is not biological absence.
Paraponera clavata,O2,not_located_first_pass,,,,,broad_plus_species_targeted_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species outcome evidence located in standardized first-pass search; missing is not biological absence.
Paraponera clavata,O3,not_located_first_pass,,,,,dedicated_cumulative_search_complete_no_exact_direct_evidence,not_searched,Dedicated exact-name cumulative/open-ended search found no direct exact-species evidence; not a tested negative.
Paraponera clavata,O4,not_systematically_coded,,,,,deferred_by_codebook_protocol,not_searched,O4 requires dedicated domain-breadth coding with research-effort correction; raw case-database counts are prohibited.
Paraponera clavata,O5,ambiguous,exact_species,doi:10.1101/2022.07.03.498617,distributed colony organization during relocation,low_to_medium,evidence_located,not_searched,"Colony-level distributed organization is direct, but culturally learned specialization/network memory is not established."
Paraponera clavata,O6,not_located_first_pass,,,,,broad_plus_species_targeted_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species outcome evidence located in standardized first-pass search; missing is not biological absence.
Paraponera clavata,O7,not_located_first_pass,,,,,dedicated_cumulative_search_complete_no_exact_direct_evidence,not_searched,Dedicated exact-name cumulative/open-ended search found no direct exact-species evidence; not a tested negative.
Periplaneta americana,O1,not_located_first_pass,,,,,broad_plus_species_targeted_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species outcome evidence located in standardized first-pass search; missing is not biological absence.
Periplaneta americana,O2,not_located_first_pass,,,,,broad_plus_species_targeted_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species outcome evidence located in standardized first-pass search; missing is not biological absence.
Periplaneta americana,O3,not_located_first_pass,,,,,dedicated_cumulative_search_complete_no_exact_direct_evidence,not_searched,Dedicated exact-name cumulative/open-ended search found no direct exact-species evidence; not a tested negative.
Periplaneta americana,O4,not_systematically_coded,,,,,deferred_by_codebook_protocol,not_searched,O4 requires dedicated domain-breadth coding with research-effort correction; raw case-database counts are prohibited.
Periplaneta americana,O5,ambiguous,exact_species,pmcid:PMC10325095,group-level collective memory in shelter choice,medium,evidence_located,not_searched,"Shows emergent collective memory, but not culturally distributed knowledge across generations."
Periplaneta americana,O6,not_located_first_pass,,,,,broad_plus_species_targeted_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species outcome evidence located in standardized first-pass search; missing is not biological absence.
Periplaneta americana,O7,not_located_first_pass,,,,,dedicated_cumulative_search_complete_no_exact_direct_evidence,not_searched,Dedicated exact-name cumulative/open-ended search found no direct exact-species evidence; not a tested negative.
Platymantis vitiensis,O1,not_located_first_pass,,,,,broad_plus_species_targeted_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species outcome evidence located in standardized first-pass search; missing is not biological absence.
Platymantis vitiensis,O2,not_located_first_pass,,,,,broad_plus_species_targeted_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species outcome evidence located in standardized first-pass search; missing is not biological absence.
Platymantis vitiensis,O3,not_located_first_pass,,,,,dedicated_cumulative_search_complete_no_exact_direct_evidence,not_searched,Dedicated exact-name cumulative/open-ended search found no direct exact-species evidence; not a tested negative.
Platymantis vitiensis,O4,not_systematically_coded,,,,,deferred_by_codebook_protocol,not_searched,O4 requires dedicated domain-breadth coding with research-effort correction; raw case-database counts are prohibited.
Platymantis vitiensis,O5,not_located_first_pass,,,,,broad_plus_species_targeted_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species outcome evidence located in standardized first-pass search; missing is not biological absence.
Platymantis vitiensis,O6,not_located_first_pass,,,,,broad_plus_species_targeted_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species outcome evidence located in standardized first-pass search; missing is not biological absence.
Platymantis vitiensis,O7,not_located_first_pass,,,,,dedicated_cumulative_search_complete_no_exact_direct_evidence,not_searched,Dedicated exact-name cumulative/open-ended search found no direct exact-species evidence; not a tested negative.
Porcellio laevis,O1,not_located_first_pass,,,,,broad_plus_species_targeted_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species outcome evidence located in standardized first-pass search; missing is not biological absence.
Porcellio laevis,O2,not_located_first_pass,,,,,broad_plus_species_targeted_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species outcome evidence located in standardized first-pass search; missing is not biological absence.
Porcellio laevis,O3,not_located_first_pass,,,,,dedicated_cumulative_search_complete_no_exact_direct_evidence,not_searched,Dedicated exact-name cumulative/open-ended search found no direct exact-species evidence; not a tested negative.
Porcellio laevis,O4,not_systematically_coded,,,,,deferred_by_codebook_protocol,not_searched,O4 requires dedicated domain-breadth coding with research-effort correction; raw case-database counts are prohibited.
Porcellio laevis,O5,not_located_first_pass,,,,,broad_plus_species_targeted_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species outcome evidence located in standardized first-pass search; missing is not biological absence.
Porcellio laevis,O6,not_located_first_pass,,,,,broad_plus_species_targeted_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species outcome evidence located in standardized first-pass search; missing is not biological absence.
Porcellio laevis,O7,not_located_first_pass,,,,,dedicated_cumulative_search_complete_no_exact_direct_evidence,not_searched,Dedicated exact-name cumulative/open-ended search found no direct exact-species evidence; not a tested negative.
Trichoniscus pusillus,O1,not_located_first_pass,,,,,broad_plus_species_targeted_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species outcome evidence located in standardized first-pass search; missing is not biological absence.
Trichoniscus pusillus,O2,not_located_first_pass,,,,,broad_plus_species_targeted_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species outcome evidence located in standardized first-pass search; missing is not biological absence.
Trichoniscus pusillus,O3,not_located_first_pass,,,,,dedicated_cumulative_search_complete_no_exact_direct_evidence,not_searched,Dedicated exact-name cumulative/open-ended search found no direct exact-species evidence; not a tested negative.
Trichoniscus pusillus,O4,not_systematically_coded,,,,,deferred_by_codebook_protocol,not_searched,O4 requires dedicated domain-breadth coding with research-effort correction; raw case-database counts are prohibited.
Trichoniscus pusillus,O5,not_located_first_pass,,,,,broad_plus_species_targeted_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species outcome evidence located in standardized first-pass search; missing is not biological absence.
Trichoniscus pusillus,O6,not_located_first_pass,,,,,broad_plus_species_targeted_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species outcome evidence located in standardized first-pass search; missing is not biological absence.
Trichoniscus pusillus,O7,not_located_first_pass,,,,,dedicated_cumulative_search_complete_no_exact_direct_evidence,not_searched,Dedicated exact-name cumulative/open-ended search found no direct exact-species evidence; not a tested negative.
Zosis geniculata,O1,not_located_first_pass,,,,,broad_plus_species_targeted_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species outcome evidence located in standardized first-pass search; missing is not biological absence.
Zosis geniculata,O2,not_located_first_pass,,,,,broad_plus_species_targeted_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species outcome evidence located in standardized first-pass search; missing is not biological absence.
Zosis geniculata,O3,not_located_first_pass,,,,,dedicated_cumulative_search_complete_no_exact_direct_evidence,not_searched,Dedicated exact-name cumulative/open-ended search found no direct exact-species evidence; not a tested negative.
Zosis geniculata,O4,not_systematically_coded,,,,,deferred_by_codebook_protocol,not_searched,O4 requires dedicated domain-breadth coding with research-effort correction; raw case-database counts are prohibited.
Zosis geniculata,O5,not_located_first_pass,,,,,broad_plus_species_targeted_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species outcome evidence located in standardized first-pass search; missing is not biological absence.
Zosis geniculata,O6,not_located_first_pass,,,,,broad_plus_species_targeted_search_complete_no_exact_direct_evidence,not_searched,No direct exact-species outcome evidence located in standardized first-pass search; missing is not biological absence.
Zosis geniculata,O7,not_located_first_pass,,,,,dedicated_cumulative_search_complete_no_exact_direct_evidence,not_searched,Dedicated exact-name cumulative/open-ended search found no direct exact-species evidence; not a tested negative.
