queue_rank,scientific_name,module_id,module_bundle,cohort,pool_role,current_state,current_AF_observed,module_observed_79,priority_score,search_round,search_focus
48,Zosis geniculata,B,ABE_core,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,22,92.97,targeted_second_pass,social learning / transmission / imitation / teaching / tradition
49,Gorilla beringei,B,ABE_core,retained29_backfill,retained_pilot7,not_tested,1,22,92.38,systematic_backfill,social learning / transmission / imitation / teaching / tradition
50,Gorilla gorilla,B,ABE_core,retained29_backfill,retained_pilot7,not_tested,1,22,92.38,systematic_backfill,social learning / transmission / imitation / teaching / tradition
51,Pongo pygmaeus,B,ABE_core,retained29_backfill,retained_pilot7,not_tested,1,22,92.38,systematic_backfill,social learning / transmission / imitation / teaching / tradition
52,Tursiops truncatus,B,ABE_core,retained29_backfill,retained_pilot7,not_tested,1,22,92.38,systematic_backfill,social learning / transmission / imitation / teaching / tradition
53,Camponotus sericeiventris,A,ABE_core,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,21,92.07,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
54,Chelydra serpentina,A,ABE_core,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,21,92.07,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
55,Ctenophorus nuchalis,A,ABE_core,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,21,92.07,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
56,Dasyurus maculatus,A,ABE_core,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,0,21,92.07,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
57,Macropus antilopinus,A,ABE_core,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,0,21,92.07,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
58,Metazygia rogenhoferi,A,ABE_core,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,21,92.07,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
59,Natrix natrix,A,ABE_core,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,21,92.07,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
60,Platymantis vitiensis,A,ABE_core,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,21,92.07,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
61,Procyon cancrivorus,A,ABE_core,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,0,21,92.07,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
62,Tragelaphus eurycerus,A,ABE_core,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,0,21,92.07,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
63,Trichoniscus pusillus,A,ABE_core,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,21,92.07,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
64,Zosis geniculata,A,ABE_core,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,21,92.07,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
65,Apis mellifera,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,1,21,91.48,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
66,Bombus terrestris,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,1,21,91.48,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
67,Gorilla beringei,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,1,21,91.48,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
68,Gorilla gorilla,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,1,21,91.48,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
69,Octopus vulgaris,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,1,21,91.48,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
70,Pongo pygmaeus,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,1,21,91.48,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
71,Suricata suricatta,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,1,21,91.48,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
72,Tursiops aduncus,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,1,21,91.48,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
73,Tursiops truncatus,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,1,21,91.48,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
74,Callithrix jacchus,D,CDF_support,retained29_backfill,retained_pilot7,not_tested,0,18,90.73,systematic_backfill,tool use / manipulation / construction / object modification
75,Homo sapiens,D,CDF_support,retained29_backfill,retained_pilot7,not_tested,0,18,90.73,systematic_backfill,tool use / manipulation / construction / object modification
76,Leontopithecus rosalia,D,CDF_support,retained29_backfill,retained_pilot7,not_tested,0,18,90.73,systematic_backfill,tool use / manipulation / construction / object modification
77,Pongo abelii,D,CDF_support,retained29_backfill,retained_pilot7,not_tested,0,18,90.73,systematic_backfill,tool use / manipulation / construction / object modification
78,Sapajus libidinosus,D,CDF_support,retained29_backfill,retained_pilot7,not_tested,0,18,90.73,systematic_backfill,tool use / manipulation / construction / object modification
79,Acris crepitans,E,ABE_core,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,1,17,89.17,targeted_second_pass,persistent externalization / cache / nest / dam / web / modified site
80,Balaenoptera musculus,E,ABE_core,new50_targeted_second_pass,acdb_source_candidate,not_located_first_pass,1,17,89.17,targeted_second_pass,persistent externalization / cache / nest / dam / web / modified site
81,Birgus latro,E,ABE_core,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,1,17,89.17,targeted_second_pass,persistent externalization / cache / nest / dam / web / modified site
82,Dendrobates pumilio,E,ABE_core,new50_targeted_second_pass,asnr_source_candidate,not_located_first_pass,1,17,89.17,targeted_second_pass,persistent externalization / cache / nest / dam / web / modified site
83,Eschrichtius robustus,E,ABE_core,new50_targeted_second_pass,acdb_source_candidate,not_located_first_pass,1,17,89.17,targeted_second_pass,persistent externalization / cache / nest / dam / web / modified site
84,Eubalaena australis,E,ABE_core,new50_targeted_second_pass,acdb_source_candidate,not_located_first_pass,1,17,89.17,targeted_second_pass,persistent externalization / cache / nest / dam / web / modified site
85,Eubalaena glacialis,E,ABE_core,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,1,17,89.17,targeted_second_pass,persistent externalization / cache / nest / dam / web / modified site
86,Galerella sanguinea,E,ABE_core,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,1,17,89.17,targeted_second_pass,persistent externalization / cache / nest / dam / web / modified site
87,Hyla versicolor,E,ABE_core,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,1,17,89.17,targeted_second_pass,persistent externalization / cache / nest / dam / web / modified site
88,Leptonychotes weddellii,E,ABE_core,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,1,17,89.17,targeted_second_pass,persistent externalization / cache / nest / dam / web / modified site
89,Melursus ursinus,E,ABE_core,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,1,17,89.17,targeted_second_pass,persistent externalization / cache / nest / dam / web / modified site
90,Otospermophilus beecheyi,E,ABE_core,new50_targeted_second_pass,asnr_source_candidate,not_located_first_pass,1,17,89.17,targeted_second_pass,persistent externalization / cache / nest / dam / web / modified site
91,Panthera tigris,E,ABE_core,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,1,17,89.17,targeted_second_pass,persistent externalization / cache / nest / dam / web / modified site
92,Porcellio laevis,E,ABE_core,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,1,17,89.17,targeted_second_pass,persistent externalization / cache / nest / dam / web / modified site
93,Portia fimbriata,E,ABE_core,new50_targeted_second_pass,theory_discriminating_candidate,not_located_first_pass,1,17,89.17,targeted_second_pass,persistent externalization / cache / nest / dam / web / modified site
94,Sarcophilus harrisii,E,ABE_core,new50_targeted_second_pass,asnr_source_candidate,not_located_first_pass,1,17,89.17,targeted_second_pass,persistent externalization / cache / nest / dam / web / modified site
95,Elephas maximus,E,ABE_core,retained29_backfill,retained_pilot7,not_tested,2,17,88.57,systematic_backfill,persistent externalization / cache / nest / dam / web / modified site
96,Loxodonta africana,E,ABE_core,retained29_backfill,retained_pilot7,not_tested,2,17,88.57,systematic_backfill,persistent externalization / cache / nest / dam / web / modified site
97,Macaca fuscata,E,ABE_core,retained29_backfill,retained_pilot7,not_tested,2,17,88.57,systematic_backfill,persistent externalization / cache / nest / dam / web / modified site
98,Megaptera novaeangliae,E,ABE_core,retained29_backfill,retained_pilot7,not_tested,2,17,88.57,systematic_backfill,persistent externalization / cache / nest / dam / web / modified site
99,Orcinus orca,E,ABE_core,retained29_backfill,retained_pilot7,not_tested,2,17,88.57,systematic_backfill,persistent externalization / cache / nest / dam / web / modified site
100,Physeter macrocephalus,E,ABE_core,retained29_backfill,retained_pilot7,not_tested,2,17,88.57,systematic_backfill,persistent externalization / cache / nest / dam / web / modified site
101,Acris crepitans,B,ABE_core,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,1,22,87.26,targeted_second_pass,social learning / transmission / imitation / teaching / tradition
102,Balaenoptera musculus,B,ABE_core,new50_targeted_second_pass,acdb_source_candidate,not_located_first_pass,1,22,87.26,targeted_second_pass,social learning / transmission / imitation / teaching / tradition
103,Birgus latro,B,ABE_core,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,1,22,87.26,targeted_second_pass,social learning / transmission / imitation / teaching / tradition
104,Dendrobates pumilio,B,ABE_core,new50_targeted_second_pass,asnr_source_candidate,not_located_first_pass,1,22,87.26,targeted_second_pass,social learning / transmission / imitation / teaching / tradition
105,Eschrichtius robustus,B,ABE_core,new50_targeted_second_pass,acdb_source_candidate,not_located_first_pass,1,22,87.26,targeted_second_pass,social learning / transmission / imitation / teaching / tradition
106,Eubalaena australis,B,ABE_core,new50_targeted_second_pass,acdb_source_candidate,not_located_first_pass,1,22,87.26,targeted_second_pass,social learning / transmission / imitation / teaching / tradition
107,Eubalaena glacialis,B,ABE_core,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,1,22,87.26,targeted_second_pass,social learning / transmission / imitation / teaching / tradition
108,Galerella sanguinea,B,ABE_core,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,1,22,87.26,targeted_second_pass,social learning / transmission / imitation / teaching / tradition
109,Hyla versicolor,B,ABE_core,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,1,22,87.26,targeted_second_pass,social learning / transmission / imitation / teaching / tradition
110,Leptonychotes weddellii,B,ABE_core,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,1,22,87.26,targeted_second_pass,social learning / transmission / imitation / teaching / tradition
111,Melursus ursinus,B,ABE_core,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,1,22,87.26,targeted_second_pass,social learning / transmission / imitation / teaching / tradition
112,Otospermophilus beecheyi,B,ABE_core,new50_targeted_second_pass,asnr_source_candidate,not_located_first_pass,1,22,87.26,targeted_second_pass,social learning / transmission / imitation / teaching / tradition
113,Panthera tigris,B,ABE_core,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,1,22,87.26,targeted_second_pass,social learning / transmission / imitation / teaching / tradition
114,Porcellio laevis,B,ABE_core,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,1,22,87.26,targeted_second_pass,social learning / transmission / imitation / teaching / tradition
115,Portia fimbriata,B,ABE_core,new50_targeted_second_pass,theory_discriminating_candidate,not_located_first_pass,1,22,87.26,targeted_second_pass,social learning / transmission / imitation / teaching / tradition
116,Sarcophilus harrisii,B,ABE_core,new50_targeted_second_pass,asnr_source_candidate,not_located_first_pass,1,22,87.26,targeted_second_pass,social learning / transmission / imitation / teaching / tradition
117,Cacatua goffiniana,B,ABE_core,retained29_backfill,retained_pilot7,not_tested,2,22,86.66,systematic_backfill,social learning / transmission / imitation / teaching / tradition
118,Elephas maximus,B,ABE_core,retained29_backfill,retained_pilot7,not_tested,2,22,86.66,systematic_backfill,social learning / transmission / imitation / teaching / tradition
119,Loxodonta africana,B,ABE_core,retained29_backfill,retained_pilot7,not_tested,2,22,86.66,systematic_backfill,social learning / transmission / imitation / teaching / tradition
120,Melopsittacus undulatus,B,ABE_core,retained29_backfill,retained_pilot7,not_tested,2,22,86.66,systematic_backfill,social learning / transmission / imitation / teaching / tradition
121,Orcinus orca,B,ABE_core,retained29_backfill,retained_pilot7,not_tested,2,22,86.66,systematic_backfill,social learning / transmission / imitation / teaching / tradition
122,Physeter macrocephalus,B,ABE_core,retained29_backfill,retained_pilot7,not_tested,2,22,86.66,systematic_backfill,social learning / transmission / imitation / teaching / tradition
123,Psittacus erithacus,B,ABE_core,retained29_backfill,retained_pilot7,not_tested,2,22,86.66,systematic_backfill,social learning / transmission / imitation / teaching / tradition
124,Acris crepitans,A,ABE_core,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,1,21,86.36,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
125,Balaenoptera musculus,A,ABE_core,new50_targeted_second_pass,acdb_source_candidate,not_located_first_pass,1,21,86.36,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
126,Birgus latro,A,ABE_core,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,1,21,86.36,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
127,Eschrichtius robustus,A,ABE_core,new50_targeted_second_pass,acdb_source_candidate,not_located_first_pass,1,21,86.36,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
128,Eubalaena australis,A,ABE_core,new50_targeted_second_pass,acdb_source_candidate,not_located_first_pass,1,21,86.36,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
129,Eubalaena glacialis,A,ABE_core,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,1,21,86.36,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
130,Galerella sanguinea,A,ABE_core,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,1,21,86.36,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
131,Hyla versicolor,A,ABE_core,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,1,21,86.36,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
132,Leptonychotes weddellii,A,ABE_core,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,1,21,86.36,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
133,Otospermophilus beecheyi,A,ABE_core,new50_targeted_second_pass,asnr_source_candidate,not_located_first_pass,1,21,86.36,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
134,Panthera tigris,A,ABE_core,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,1,21,86.36,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
135,Sarcophilus harrisii,A,ABE_core,new50_targeted_second_pass,asnr_source_candidate,not_located_first_pass,1,21,86.36,targeted_second_pass,innovation / transfer / reversal / planning / novel problem solving
136,Cacatua goffiniana,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,2,21,85.76,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
137,Loxodonta africana,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,2,21,85.76,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
138,Macaca fuscata,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,2,21,85.76,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
139,Megaptera novaeangliae,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,2,21,85.76,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
140,Melopsittacus undulatus,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,2,21,85.76,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
141,Nestor notabilis,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,2,21,85.76,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
142,Orcinus orca,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,2,21,85.76,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
143,Physeter macrocephalus,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,2,21,85.76,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
144,Psittacus erithacus,A,ABE_core,retained29_backfill,retained_pilot7,not_tested,2,21,85.76,systematic_backfill,innovation / transfer / reversal / planning / novel problem solving
145,Camponotus sericeiventris,D,CDF_support,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,18,85.61,targeted_second_pass,tool use / manipulation / construction / object modification
146,Chelydra serpentina,D,CDF_support,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,18,85.61,targeted_second_pass,tool use / manipulation / construction / object modification
147,Ctenophorus nuchalis,D,CDF_support,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,18,85.61,targeted_second_pass,tool use / manipulation / construction / object modification
148,Dasyurus maculatus,D,CDF_support,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,0,18,85.61,targeted_second_pass,tool use / manipulation / construction / object modification
149,Macropus antilopinus,D,CDF_support,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,0,18,85.61,targeted_second_pass,tool use / manipulation / construction / object modification
150,Metazygia rogenhoferi,D,CDF_support,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,18,85.61,targeted_second_pass,tool use / manipulation / construction / object modification
151,Natrix natrix,D,CDF_support,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,18,85.61,targeted_second_pass,tool use / manipulation / construction / object modification
152,Platymantis vitiensis,D,CDF_support,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,18,85.61,targeted_second_pass,tool use / manipulation / construction / object modification
153,Procyon cancrivorus,D,CDF_support,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,0,18,85.61,targeted_second_pass,tool use / manipulation / construction / object modification
154,Tragelaphus eurycerus,D,CDF_support,new50_targeted_second_pass,database_unrepresented_family_mass_calibration,not_located_first_pass,0,18,85.61,targeted_second_pass,tool use / manipulation / construction / object modification
155,Trichoniscus pusillus,D,CDF_support,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,18,85.61,targeted_second_pass,tool use / manipulation / construction / object modification
156,Zosis geniculata,D,CDF_support,new50_targeted_second_pass,data_rich_underrepresented_clade_calibration,not_located_first_pass,0,18,85.61,targeted_second_pass,tool use / manipulation / construction / object modification
157,Apis mellifera,D,CDF_support,retained29_backfill,retained_pilot7,not_tested,1,18,85.02,systematic_backfill,tool use / manipulation / construction / object modification
