rep,estimate_log_scale
221,0.1546501492527496
222,-0.0294981118228718
223,0.0495726181425751
224,-0.0023062588409619
225,0.1224482831365986
226,0.0378606932006157
227,0.0724161842232959
228,0.0014971594160523
229,0.0147364750354392
230,-0.0038912078945736
231,-0.0434303875976555
232,-0.1217995813786059
233,0.0119326228737308
234,0.0274976099987174
235,-0.0185499457054391
236,0.0154649437052172
237,-0.0147047628874627
238,0.0026977277758616
239,0.0729462716278337
240,0.0382365369597038
241,0.0083399175595974
242,-0.1061600138248075
243,-0.1147814751589867
244,-0.0684927676705569
245,0.0510906399681267
246,0.1631871668866405
247,0.1509006427408511
248,-0.0943452110430826
249,0.0970934327715219
250,-0.0238898239890989
251,0.0051983411477029
252,-0.1214543729605863
253,-0.0413992910751115
254,0.0973551943539536
255,0.0313339088152807
256,0.0588675217253709
257,-0.0929099717532832
258,0.0262191830148726
259,0.0048463342701809
260,-0.0485478430305597
261,0.0268552060661414
262,-0.0744724778928574
263,-0.1811836682184665
264,0.0160467073125379
265,-0.0485281819599325
266,-0.1412689552418069
267,-0.0944260396149589
268,-0.1884664948972793
269,0.1184369439527672
270,-0.0373032609336465
271,0.1263815418812928
272,0.0546479003449431
273,-0.0051473552425285
274,0.0244535036699775
275,-0.089852465769516
276,-0.092930264008084
277,0.0196275158049158
278,0.0137545241502236
279,-0.0752019740210343
280,0.0447079257302114
281,0.1255528587598585
282,0.0253187728287982
283,-0.0007903601389096
284,-0.059806853600404
285,-0.0501372364515477
286,-0.0782796405084125
287,0.0182181445970941
288,0.0825053534778221
289,-0.0166958858738699
290,-0.0147447500724304
291,-0.1051646987440167
292,0.0262534152895838
293,-0.0214044368761386
294,0.0285830893500413
295,0.0675714444364845
296,-0.0154992346619869
297,-0.0195180566257205
298,-0.0929048765146152
299,0.0042484938931649
300,0.0188736397343345
301,-0.129624617102605
302,0.0820624450246227
303,-0.0487912600384416
304,0.1210081861841125
305,0.0791763905269642
306,-0.0811986224017564
307,0.0342909683317793
308,0.0088289984496633
309,-0.0108771539190898
310,-0.1067942455756646
311,-0.176879715447699
312,-0.0734037187060779
313,-0.0597918079828012
314,0.1268550344127019
315,0.0761171212553055
316,0.1198833337745817
317,0.0108974298549763
318,-0.0321570820664244
319,0.0148765835661981
320,-0.1186727236405814
321,-0.0141105668702243
322,-0.0569667113336387
323,0.0649744031730131
324,0.0797231447936543
325,-0.0363438771720835
326,0.1243209419252133
327,0.0105730953721199
328,-0.0513534490879722
329,0.0327003525888871
330,0.0985349531150611
331,-0.0129128080219034
332,0.0311804563977688
333,0.0095773085325431
334,0.0289339534227658
335,-0.0434254630990378
336,-0.0426311244969979
337,-0.1527919872178118
338,-0.0308036194072863
339,-0.07609511900611
340,-0.129748893533767
341,-0.0570254187318389
342,-0.0253255940283054
343,0.0205876337121156
344,0.0663506578298452
345,0.0431841365118575
346,-0.0909009224124011
347,-0.0367773263822165
348,-0.0091320977812982
349,-0.0938105803065588
350,0.1118333136439216
351,-0.0450607975516887
352,-0.0182409197320909
353,-0.0225380257647047
354,-0.0766031080155521
355,-0.1114824386349487
356,-0.0026310113664613
357,-0.0847167650571383
358,-0.07691557019727
359,0.1684987253452497
360,-0.086010629195526
361,0.1277623516789058
362,-0.0103911295529117
363,-0.0919997052022302
364,-0.0671926359861022
365,0.1210207521612732
366,-0.080338190744219
367,-0.0688092210420328
368,-0.1359602927431914
369,0.1431420189236303
370,-0.0548201845963895
371,0.0375274074119936
372,-0.0036124129264938
373,0.0544543309717403
374,0.1230572593970537
375,0.0042508352655535
376,-0.031795335681587
377,0.0753513223479995
378,0.1541749771692882
379,-0.0834908539978503
380,0.016691254936489
381,-0.0863657693658634
382,-0.0456624415211354
383,-0.009859793837507
384,0.081702070833624
385,0.1783952861478585
386,0.032701588601877
387,-0.0814206216020115
388,-0.0126254383709349
389,-0.0381137592954139
390,0.0325825932709047
391,-0.040558529373729
392,0.0709581318688054
393,0.0078556213806377
394,0.0440387973668068
395,0.1132630142364683
396,0.0367389342655749
397,0.1279268834382459
398,-0.0827765113907002
399,-0.0730354050734065
400,0.0361895550073916
401,0.0656397241958109
402,0.1194355059796367
403,0.0043286115909709
404,-0.1190032773019924
405,0.0060713775761239
406,-0.0096066772294015
407,0.1563170709634912
408,0.1077020706253008
409,0.1287973548141475
410,0.0997940432085908
411,-0.0022532409534886
412,0.0169407346074433
413,0.0022227288611856
414,-0.0669503351528034
415,0.0724637639316844
416,-0.0017504442302238
417,0.0511388404081707
418,0.0135441359738036
419,-0.035051968806148
420,-0.0316904209193424
421,-0.0886836068845069
422,0.0436361168857837
423,0.1318009856553015
424,-0.0241864177819383
425,-0.0498987751766205
426,0.0416226125397419
427,-0.020933266075646
428,0.0736643437044676
429,-0.0524360794575856
430,-0.0206699684559457
431,-0.0790173205251011
432,0.0998692190062362
433,0.0654672119340299
434,-0.0579144794396887
435,0.0219923819615177
436,0.0386911740596179
437,-0.00362542280466
438,0.0248884577208536
439,0.116799889827805
440,-0.1382200447513503
441,-0.148992285098917
442,0.1332889178032962
443,0.098764252496277
444,0.0689387221739027
445,-0.085756451480745
446,0.0081882923157805
447,-0.1117799715501318
448,0.0417510451078484
449,-0.0467662601731108
450,-0.0325372217390426
451,-0.0615367889625636
452,-0.0816210708951629
453,0.0054535183719794
454,0.0226695926051117
455,-0.0844900495270084
456,0.0596154637249769
457,-0.0751687270359152
458,0.0573464220557368
459,0.0013601042345475
460,0.0356891264613702
461,0.0594895535959318
462,0.0764960693822342
463,-0.0696246308337557
464,-0.0690214847228315
465,0.0903773542180998
466,-0.046961493929566
467,0.076369036770147
468,-0.0284955842968089
469,0.0361351010488265
470,-0.027761453089143
471,-0.1116731623708742
472,-0.0347239223603324
473,0.0273782923359482
474,-0.0267159222377005
475,-0.0280733189777593
476,0.0442229528413968
477,0.0345064704338072
478,0.1419150976479277
479,0.026711310456031
480,-0.0353544845051152
481,0.0075530942473199
482,0.1904844283691977
483,-0.0024499410100042
484,-0.0603219053875172
485,-0.0672016768121655
486,-0.1176138494529117
487,-0.0141939173433363
488,0.0491963142859315
489,-0.0877409403503973
490,-0.000305682112376
491,0.130481993643825
492,-0.0342258091046686
493,-0.0029273013459236
494,-0.0136621404967786
495,-0.0355285991118015
496,-0.0122409787506733
497,0.0547618118063125
498,-0.073601487400234
499,0.0012941726845335
500,0.0470460946289903
501,-0.02783659853052
502,-0.0640361039110109
503,0.0957656050803276
504,0.0225422057101883
505,-0.0015907704246802
506,-0.075301327126951
507,0.0415401991382494
508,0.0411981134048564
509,-0.0194214862614388
510,0.0201748848025856
511,-0.0542113369635004
512,-0.0189495457291936
513,0.0555884790057989
514,0.0712036541484794
515,0.0863608377110086
516,0.0266445035348125
517,-0.0660491093185807
518,-0.0563684914333512
519,0.1314353357440577
520,-0.0996643327146755
521,-0.1001811419874702
522,-0.0426492071106356
523,-0.0571762835712722
524,-0.031673182588057
525,-0.0932980918672447
526,0.0120066829282134
527,-0.0579780556171544
528,-0.1107336619562674
529,0.0394199764914562
530,-0.0173855818658241
531,0.0474085236404807
532,0.0819794151139622
533,0.0615728921556281
534,-0.0176719385313121
535,-0.1459905894680753
536,0.1033889766230059
537,-0.0578487721025052
538,0.1019790744178436
539,0.0251719650227806
540,-0.0091044093917043
541,-0.0247700462986591
542,-0.013876265523894
543,0.099955781728132
544,0.0260587600965024
545,-0.0139171214018158
546,0.0127561747459901
547,0.0240463006668572
548,-0.0732668032240832
549,-0.0806683217350609
550,-0.0121929327445794
551,-0.1023829058312711
552,0.0443835226935829
553,-0.0004376982010015
554,0.0265244662609295
555,-0.0183402226172116
556,0.0299398595165913
557,-0.0335313840141983
558,-0.0353235566846859
559,0.0977219058646044
560,-0.0246273278949345
561,0.0326575736008098
562,-0.0633305392532215
563,0.0757125594144696
564,0.0033754690804626
565,0.0474237892167758
566,-0.1044532579082824
567,-0.2218256904816096
568,-0.0716026815127481
569,0.0753580226522479
570,-0.030204450261884
571,0.0388311491498035
572,-0.0297758916931178
573,0.1762130696709513
574,0.0042676775770838
575,-0.0611851131072896
576,0.0752275182680576
577,0.0551568677777146
578,-0.0660967935706573
579,-0.0340860122766272
580,0.0699285697557378
581,-0.2143326920423959
582,0.0887821759671183
583,0.0010433399655596
584,0.0146839616606444
585,-0.0606825399229295
586,-0.0556006586209245
587,0.0097129709790205
588,-0.0582166187124678
589,0.0909831912587502
590,-0.1058568845567586
591,0.0444602352517332
592,-0.1647716177492657
593,-0.1382944498081392
594,-0.0440780926706077
595,0.0844381847524684
596,0.075272683379664
597,0.0798620875624844
598,0.055955264960416
599,0.1405369615325496
600,-0.0718012706225991
601,0.0275510430922734
602,-0.0534415554501046
603,0.1726435392908407
604,0.1528651088007417
605,0.0317180213056348
606,-0.0039318185055987
607,-0.0078460631171489
608,-0.1071817990053203
609,-0.0160988916169801
610,0.041501408440951
611,0.0931114845823489
612,0.0468373019161156
613,0.0887930702961506
614,-0.0129141684244236
615,0.111570099218521
616,-0.1168402967311084
617,0.026127433197115
618,-0.0443179521795037
619,0.0545338269864683
620,-0.0709651081529366
621,0.0649480057955944
622,0.0196611815497268
623,0.0949119197522216
624,-0.0012891701829032
625,-0.1127915659170804
626,-0.0824435452594403
627,0.072768111856098
628,0.0270577428550344
629,-0.1201149169218202
630,0.028644636692641
631,-0.0818976806722452
632,-0.0372600570029204
633,-0.0846096342647819
634,0.0649077711131947
635,-0.0330053830119367
636,-0.141621753284992
637,0.06000050617742
638,0.1028349998476172
639,-0.1197648259907474
640,-0.0765760675995974
641,-0.1007728911039444
642,-0.0543426786423465
643,-0.0023606660202209
644,0.0380371001247351
645,-0.0222307477151402
646,0.0835769284107117
647,-0.0407160885183631
648,-0.0068158352526377
649,0.0769643077743886
650,-0.171216741932899
651,0.109076206436667
652,-0.0284656845433506
653,-0.0045417742104571
654,0.0207934787121838
655,0.0470212399496442
656,-0.0669348679803551
657,0.0126102889980024
658,-0.0108309490441835
659,0.0154578617335956
660,0.0623428514371178
661,0.0751549286011675
662,0.1286314813022997
663,-0.0310186341677607
664,0.0913170268060501
665,-0.0212039280129496
666,-0.0527281040163885
667,0.008590015795178
668,-0.1475767168584727
669,0.0746177235342327
670,-0.1052080005953002
671,-0.0337161784581331
672,-0.0040765231710743
673,-0.0401743579195719
674,-0.0885411826378704
675,0.0598388371178295
676,0.0037183690386971
677,-0.084983158066782
678,-0.0206249123304923
679,-0.0509513326443687
680,-0.0207836923568738
681,-0.0832483519446545
682,0.0420335541573595
683,-0.1197379655029658
684,0.0116895252820128
685,-0.071782687602575
686,0.0924825772490681
687,-0.0017818206268924
688,0.0542424145701639
689,-0.0879172475879794
690,0.1110782025773837
691,0.0330756397659917
692,-0.0807813609547498
693,-0.0322191801202615
694,-0.0264755869577914
695,-0.0736803100430794
696,8.369696883238543e-05
697,0.0023428057599014
698,-0.0953148662590907
699,0.086497575929618
700,-0.0187122514280738
701,-0.0187943822455515
702,0.0809502685261571
703,-0.0350570485204329
704,-0.0171693970495011
705,0.0702414735417967
706,0.1045305215996309
707,-0.0872361163782383
708,0.0025201942011231
709,0.0575836668291339
710,-0.0447391034816637
711,-0.0477806549998605
712,-0.0019829109765352
713,0.0165884234490798
714,0.1228025296570443
715,-0.1049888890122851
716,0.1352699370884694
717,-0.0172954512841211
718,-0.0103130953908367
719,-0.0114789081819123
720,-0.0021626484725884
721,0.0338786491686483
722,0.0018864059940975
723,-0.0054574578014304
724,0.0136577552719873
725,-0.010826097216672
726,-0.0349809562503299
727,-0.1145890266460275
728,-0.0025475186632324
729,0.0743077197455593
730,-0.0255216299186022
731,-0.0882209879319312
732,-0.0890257721990808
733,-0.0068111920820023
734,-0.033226043590431
735,-0.0062505241821265
736,-0.039888779328593
737,-0.120223644370138
738,0.0126159063571626
739,0.0813440609424532
740,0.0066509683831589
741,0.0554365889969116
742,0.1426198068704154
743,0.0467968330024773
744,-0.0735740314695867
745,-0.0484018300616301
746,0.0594792881379541
747,0.0115700218647025
748,-0.0934834749476271
749,0.0331599284737563
750,-0.0441333978875085
751,0.0164463232561198
752,-0.1091558138511432
753,-0.0639942218921172
754,-0.1020202676951076
755,-0.0133663004733679
756,-0.0366796384460241
757,0.0031649585307819
758,0.0511977993368394
759,0.1140020346184409
760,-0.0569304183985693
761,-0.0691518758742081
762,0.0068763775067559
763,0.1550359889803818
764,0.0081555939042923
765,-0.0199179553786568
766,-0.0332494307049997
767,-0.1305425918175645
768,0.1305301965639738
769,0.0004292758790812
770,0.0629822622861136
771,-0.0383433753481528
772,-0.0988891743621513
773,-0.0753848030398988
774,-0.1008037154306417
775,0.0817210725970883
776,-0.0050721403098688
777,0.1282003191144956
778,-0.0358819975244234
779,-0.0148434678635393
780,0.0103953099046481
781,-0.1128968510288893
782,-0.1117341910112725
783,-0.0175892062692954
784,-0.0196135904771783
785,0.093230685017056
786,0.0318987298620158
787,-0.0183074248641937
788,0.0165346424477828
789,0.0505974346780264
790,0.0134100505752478
791,-0.048156598250757
792,0.0696064762884958
793,-0.0330921958914617
794,-0.1672398384686931
795,-0.1030425136549534
796,-0.0788116129424842
797,0.0177116747887657
798,-0.0634371982704405
799,0.0458973978492978
800,0.0379520311394417
801,-0.0007529651752607
802,-0.0289926650358711
803,-0.0101068257693306
804,0.1567219071475644
805,-0.0462902804373449
806,0.0029646819134853
807,-0.075235806560644
808,0.0073474199578173
809,0.0507932514182612
810,0.0340878735943901
811,0.0384025539413129
812,0.0070751170386265
813,0.0182439143314761
814,-0.0347952061261428
815,0.0651987451533235
816,-0.0222411168741709
817,-0.0570406583821654
818,-0.0629899469269619
819,-0.0621411712263343
820,-0.0422727339381203
821,0.128880914121876
822,0.0725988654081028
823,-0.0420809319498095
824,-0.0455889443089011
825,-0.0564637359276294
826,-0.013463700638767
827,-0.1263943184033625
828,0.0180461567951901
829,-0.0921266331987917
830,-0.0543831677243253
831,0.0479830578260031
832,0.0263304200804612
833,0.1464535245381258
834,0.0962302280006832
835,-0.1419605780068173
836,0.1342024949127106
837,-0.0045702881744678
838,-0.0702599038017002
839,-0.0893730300947332
840,0.1020094694442542
841,0.0854789986323224
842,-0.0697783948265839
843,0.0773939257305596
844,-0.0322652154901279
845,0.0602499902899424
846,0.1914229035784836
847,0.0673476762392956
848,-0.0962712532492264
849,0.0128469328806399
850,-0.1826174576744646
851,0.0125125293730578
852,-0.0985753941398905
853,0.1405907589061562
854,0.0641843373322781
855,-0.04158429994212
856,-0.0755872558273865
857,0.0415126930384229
858,-0.0321173907261079
859,0.0354528413835197
860,-0.0118479234606122
861,0.0459882767951049
862,-0.0871514831457723
863,0.052253326085564
864,0.0831647766941674
865,0.0928142218838304
866,0.0614835979649625
867,0.0316892499793269
868,0.037125207321839
869,0.0302145437624728
870,-0.171362514653434
871,-0.0823945536624194
872,0.1222847854193672
873,-0.0644932878234793
874,-0.0151515330992503
875,-0.0351698364124276
876,0.0772391843325759
877,0.0370954116120504
878,0.0448615024504623
879,-0.0265591584045423
880,0.0400531832178333
881,0.0625572114985055
882,0.0180998890546434
883,-0.1169008062330366
884,-0.0760348907482963
885,-0.0867587168196727
886,-0.0821360058055521
887,-0.090855213570506
888,0.0905675491467704
889,-0.0334072894280231
890,0.0039337691193597
891,0.0279878549360262
892,0.0251274708658406
893,-0.0527764550448574
894,-0.0583508300536267
895,0.0346866643729941
896,0.0532992201039663
897,0.0585991848477777
898,0.0148677318375539
899,-0.0071609139728378
900,0.0569270737887019
901,-0.1330943905672697
902,-0.1386907833403137
903,0.0609846118298395
904,-0.1115397214913226
905,-0.1711085810962495
906,0.1728427424637835
907,-0.0788988961162969
908,0.1146996916371824
909,-0.1959850534131894
910,-0.0059253707681849
911,0.1444963903612372
912,0.0497896242361892
913,0.0941939105687315
914,0.0867797629411845
915,-0.1261442835537762
916,0.0575888247280898
917,-0.0256218790687795
918,0.1009302014805462
919,0.0641377232281577
920,0.1037463649154913
921,-0.1441877180871881
922,-0.0087044867752717
923,0.1143122706783315
924,-0.0346267838726159
925,-0.0496139796618615
926,-0.0169405226520398
927,-0.0712578421783217
928,-0.0867631165785443
929,0.0288306317913935
930,0.045687064483285
931,0.1653429582689612
932,-0.0153436298968539
933,0.0222037899664169
934,0.1028877637081219
935,-0.1140337847590398
936,0.1951212452236234
937,-0.1358140427665093
938,0.041528046778951
939,0.002559595468794
940,-0.0654091101182242
941,-0.0808199498466553
942,-0.0161960446309071
943,0.0932581963672794
944,0.0671317084596003
945,0.0651971288105232
946,-0.0153195477265958
947,0.0258128332248369
948,0.0026632151286613
949,0.1103189255024622
950,-0.0163755943937019
951,0.1513240800289233
952,-0.0256972286357967
953,-0.0821555158620701
954,0.0034651350936683
955,-0.0340217061926005
956,0.0588193167739488
957,0.0015242836418526
958,0.0089781853628951
959,-0.0459388899979301
960,-0.0565307488187913
961,0.0096333579945678
962,-0.0584290080962623
963,-0.0417737802301846
964,0.042548340198711
965,-0.0504827932234708
966,0.0143368039620937
967,-0.1266933628351752
968,0.007177506137567
969,0.12849091944788
970,0.0316619709868044
971,0.1734129440266833
972,0.0975881880437717
973,0.1078994209833337
974,0.0298857820781373
975,-0.1079696616015945
976,0.0779597608320592
977,-0.0564606168358795
978,0.0897548362432416
979,0.0901617602981009
980,-0.0320722046180887
981,0.0471917507790978
982,-0.0971361141545727
983,-0.1524015852564746
984,-0.0381473764564276
985,0.0213058011605936
986,-0.2183082028145454
987,-0.0489972784043603
988,0.0269171792175942
989,0.035623634325299
990,0.0356134096991006
991,0.0543079429812809
992,0.025483174314427
993,-0.0404732748972137
994,0.0631977977915674
995,0.0202435586284736
996,0.1754914068530985
997,0.1532052443640411
998,0.068710790655753
999,-0.1029119774586778
