iso3c,concept_id,fractional_output,discipline,IKES,country_total,country_field_share,world_field_share,RCA,SRCA
ESP,D18,10550.84207573525,Physics,0.818182,150307.95282957968,0.0701948358494236,0.07311148242104937,0.9601068604404874,-0.020352532999424088
ESP,D19,6430.988510814092,Chemistry,1.409091,150307.95282957968,0.04278541746959721,0.045082882910083444,0.9490390744294577,-0.026146692613363907
ESP,D20,23715.892578807732,Computer Science,0.454545,150307.95282957968,0.15778202105977052,0.2050620448049887,0.7694355199170043,-0.1303039740571108
ESP,D21,9379.595799930205,Materials Science,0.772727,150307.95282957968,0.062402525105008,0.10455419602611489,0.5968438137998927,-0.2524706441018461
ITA,D01,1751.3408841158841,Anthropology,1.818182,136816.07307861303,0.01280069544979253,0.009487845445749023,1.3491677876696244,0.14863467373524608
ITA,D02,3640.3014822595705,Archaeology,1.318182,136816.07307861303,0.026607264777785963,0.009160697021545898,2.9045022136640757,0.4877708116028564
ITA,D03,525.2599567099567,Geography,1.954545,136816.07307861303,0.003839168490153551,0.005243069257935369,0.7322368447342139,-0.15457652692225834
ITA,D04,177.5809523809524,Development Studies,1.636364,136816.07307861303,0.0012979538762153795,0.0022712367573814187,0.5714744937959845,-0.27269008049178595
ITA,D05,2164.7054945054942,Linguistics,1.5,136816.07307861303,0.015822011594074023,0.016523755462813938,0.957531211937918,-0.021695075819526122
ITA,D06,19851.718857873817,Tropical Medicine / colonial-health-related Public Health,2.136364,136816.07307861303,0.145097855911032,0.12426290763427819,1.167668282300892,0.07734960356707293
ITA,D07,1834.7866351166372,Agriculture & Forestry,2.045455,136816.07307861303,0.013410607349199306,0.021569027715571135,0.6217529842347927,-0.23323343286072581
ITA,D08,5341.954150892967,Geology / Earth-resource sciences,1.636364,136816.07307861303,0.03904478494879427,0.021059507579263885,1.8540217429983727,0.2992344908000443
ITA,D09,12368.270331593987,Sociology,1.545455,136816.07307861303,0.09040071135857929,0.10662911582426236,0.8478051295817791,-0.08236521697104918
ITA,D10,5627.471370661502,Political Science / International Relations,1.227273,136816.07307861303,0.04113165393533856,0.0421910220750453,0.9748911477464937,-0.012714043648510713
ITA,D11,1229.6546517809675,Law,1.5,136816.07307861303,0.008987647606830677,0.016895668811132143,0.53194979774396,-0.3055258096220375
ITA,D12,7852.534755839277,Economics,1.318182,136816.07307861303,0.05739482634710101,0.04469271662948124,1.2842098372073654,0.12442369898679506
ITA,D13,345.07424242424236,Public Administration / Social Policy,1.590909,136816.07307861303,0.002522176193625777,0.00195733743216452,1.2885750572074999,0.1260937701381823
ITA,D14,4571.993281207097,Education,1.318182,136816.07307861303,0.03341707723609404,0.08111003808912719,0.4119968135062878,-0.41643379140040365
ITA,D15,2387.854401154401,History,1.181818,136816.07307861303,0.017453025418894794,0.01021164614526974,1.7091294753666548,0.2617554759986807
ITA,D16,961.3880952380953,Demography / Population Studies,1.818182,136816.07307861303,0.0070268651453378,0.01870536302104138,0.3756604529638578,-0.45384712898521123
ITA,D17,7388.219592178557,Mathematics,0.545455,136816.07307861303,0.05400110839267669,0.040218438935700845,1.342695286582626,0.14628248434414534
ITA,D18,17872.136174736137,Physics,0.818182,136816.07307861303,0.1306289222646158,0.07311148242104937,1.7867087075641996,0.2823074781475256
ITA,D19,5324.682428682429,Chemistry,1.409091,136816.07307861303,0.038918544501879725,0.045082882910083444,0.8632665435238842,-0.07338373404028391
ITA,D20,24788.10540250364,Computer Science,0.454545,136816.07307861303,0.18117831366392648,0.2050620448049887,0.8835292451912525,-0.061836446185321164
ITA,D21,10811.039936757428,Materials Science,0.772727,136816.07307861303,0.0790187855380524,0.10455419602611489,0.7557686687037944,-0.13910222664840616
