rep,statistic
181,0.02628450799990559
182,0.027147689242735824
183,-0.006239491066532089
184,-0.007488801580725375
185,-0.004816568776582153
186,0.015974399439465003
187,0.03489420847752659
188,0.01959409460423862
189,-0.011557703006139319
190,0.012177299263942891
191,0.033464495799087376
192,0.018633433435874806
193,-0.03162079665783597
194,-0.010909961278878446
195,0.016740401456071686
196,-0.0443929611147834
197,0.007907760889302253
198,0.007540237942561366
199,-0.004860579301829071
200,-0.02082694174406476
201,-0.0004076918561164499
202,0.007867158191254312
203,0.03693697497772006
204,-0.02218645941766949
205,0.008980372970579359
206,0.005877499411131533
207,-0.024685344668118676
208,0.04098314505871183
209,0.014023117009976683
210,-0.013719989120598845
211,-0.030091832349206402
212,-0.0112212611307132
213,-0.006471264513945615
214,-0.015467435227251908
215,0.01624093617032118
216,0.010572693404469558
217,0.0031523041097468564
218,0.030555588324332722
219,-0.004722469236046659
220,-0.04577371267356325
221,-0.03316821825350726
222,0.03399515915856483
223,-0.005019135926128196
224,-0.0031963578801698063
225,0.015581655163896627
226,-0.012988806031782365
227,0.0020213128083182196
228,0.007910730709125527
229,0.0029313225171712716
230,-0.01627084190366036
231,0.017069296009030753
232,0.015117625979965747
233,0.03186996310366483
234,-0.011567098791482166
235,0.037211248865548704
236,0.005715960999075637
237,0.002165996684606816
238,0.007645023588910359
239,-0.009950646324545464
240,-0.0015873183000870556
241,0.003131471489203625
242,-0.025282335890255376
243,0.0021359156257852443
244,0.02323469864335975
245,0.023113878647336765
246,0.005542912681994542
247,-0.015053128055196619
248,0.04131137189623915
249,0.016776438399346543
250,-0.01466309887790265
251,-0.021954124262830492
252,-0.001357114520618434
253,-0.016189823936859027
254,-0.013003458166052518
255,0.022924794319537558
256,0.014229986521808161
257,0.01770636328566297
258,0.010613048376884841
259,0.01686739378260202
260,0.0013411360412664912
261,-0.009357791564110072
262,0.0327332025513602
263,-0.02367736168604155
264,0.007777968213763958
265,0.003826990433177388
266,-0.0076181292182687455
267,-0.005903408850749864
268,-0.0020818609750295034
269,-0.013843769133430989
270,-0.030265616894561392
271,-0.008820453676668118
272,0.02829995420046818
273,-0.005541953718006738
274,0.0007194713124261296
275,0.012093822450710234
276,0.029354910795775457
277,0.008606997198506713
278,-0.01190853990361649
279,0.001984289801535322
280,-0.00800262363575762
281,0.004200049309027209
282,0.01869299370326916
283,-0.02533932942942804
284,-0.020627182187599163
285,-0.00988469672127338
286,0.015133353562983015
287,0.007226218201729773
288,-0.029441081786708338
289,0.001612268871727356
290,-0.027555686564781984
291,-0.016635186209673507
292,-0.02400344820331558
293,0.019031411614640826
294,-0.00012426148748990223
295,0.011956092896766473
296,0.008629554645989712
297,0.011070040101680544
298,-0.008114643777224161
299,0.013739611349704106
300,0.003567932455062773
301,0.00613531582121405
302,-0.011870856272546288
303,-0.029471764124084712
304,-0.04772714513205027
305,-0.01602294538852152
306,-0.01157861330636182
307,0.037657071483813656
308,0.02325669522019402
309,-0.008882579338440052
310,0.007526284280008255
311,-0.026575224170105556
312,-0.012728802205542561
313,0.024822259077891047
314,0.03033447214501665
315,-0.014002188310533441
316,0.02557854529066149
317,0.018694079806151006
318,0.0006073111586262244
319,0.047107780309228714
320,0.01663358046468824
321,0.03459004435694935
322,0.0059527446123551556
323,0.02515460696587984
324,-0.012054564806366784
325,-0.0028841678154628465
326,0.04211704314979937
327,-0.024140161205720368
328,0.02870626341307573
329,0.021430256013151405
330,-0.008565891564424789
331,0.014364609630848598
332,0.007321009786090118
333,0.02835944347417549
334,0.004519221853714914
335,-0.004941674465138464
336,-0.00492866482556924
337,0.0079712942364462
338,-0.008832809975924045
339,0.004232745934711066
340,-0.007698632261616188
341,0.00040490339980657925
342,0.02921791903525896
343,-0.020545829582320325
344,0.010750174283341582
345,-0.004406157380393431
346,0.0041851953243691965
347,0.029284543670644536
348,0.043007102262942624
349,0.04856000923254274
350,-0.01275384680796418
351,-0.006301272076965184
352,-0.012231962417735075
353,0.00605711943383178
354,0.022206414739966648
355,0.005311054290143195
356,-0.0015285268007874167
357,-0.0021624639518972406
358,-0.027619646248703496
359,0.040809348735511126
360,-0.025453115441641676
361,-0.0038179144461124577
362,-0.013402148935057319
363,0.01476101627196442
364,-0.03850251351020274
365,0.0016730317442103413
366,-0.005294026172286452
367,-0.04058215595603346
368,0.002772083157999562
369,-0.009710227285729362
370,-0.0008027688623241185
371,0.02411267226736725
372,0.005452174317346819
373,0.03636716409976483
374,0.008177919127755956
375,-0.0025840315350817134
376,0.010838450937761009
377,-0.03566930222365121
378,0.020424258584121925
379,0.024002131235536378
380,0.0022938056129940608
381,-0.008565567468893295
382,-0.005108399476655606
383,-0.020948966893406827
384,0.004971394268100533
385,0.005711448049691624
386,-0.009272314521007049
387,0.016306158413036478
388,0.009552783108640474
389,0.028778663242009728
390,-0.002873979476490478
391,0.014629589640349307
392,0.008245585695857002
393,-0.0027336019062460977
394,0.00904258761742023
395,0.0034108165699465766
396,0.00845222334011391
397,-0.011078462440831605
398,0.010386555055880924
399,0.02022824506216753
400,0.027745661796842402
401,-0.009031193126958529
402,-0.028194072555411998
403,0.003112235867696728
404,-0.029768629396197628
405,-0.005545928119243058
406,0.015679049156159204
407,0.01674570051586007
408,0.01498116098314286
409,-0.012221978625427229
410,-0.020986944355519416
411,0.022908747495573808
412,-0.03300142844047517
413,-0.013787171022805415
414,-0.0270251667093993
415,0.019489977074649372
416,-0.008061467977339027
417,-0.02267641092246857
418,0.015798670853587216
419,-0.007588518686912243
420,-0.0013068836974192465
421,0.05017920542129699
422,0.0019802734853146386
423,-0.019158741398152313
424,0.004030548349330131
425,0.008416628126143244
426,-0.004460140259659854
427,0.03735530777933613
428,0.008491550174213495
429,0.0031488920775832405
430,0.028963591121537076
431,0.003899948280805066
432,-0.01729444345531138
433,-0.012985427803057578
434,-0.018719455573381776
435,-0.003558945220545394
436,0.00869079809680508
437,0.024944742315384814
438,-0.0036259608454428417
439,-0.008007637779602611
440,-0.014186390926119667
441,-0.02416904756026416
442,0.026238480640493902
443,0.008536832337201672
444,0.0042994219512258545
445,-0.01138222051158914
446,-0.010417112268823341
447,0.037442316071622475
448,0.018636074359974095
449,-0.010215716358502219
450,-0.012257610183100528
451,-0.033858710878639384
452,0.003689901922971262
453,0.030240801033829645
454,0.012896684121754971
455,-0.006877605720161215
456,-0.0118754805202749
457,0.008593932101217514
458,-0.00815679923496859
459,0.026793142670032955
460,0.025886192907232722
461,0.018450928674590916
462,0.011265348911419032
463,0.017125122867688428
464,-0.011583402379462138
465,-0.029549451017014366
466,0.032051382845075506
467,-0.00935159526323714
468,0.01913458282033827
469,0.01921120097142179
470,-0.012686242506335611
471,0.00928167810717779
472,0.009042911909504282
473,-0.01883327759940183
474,0.011864150247944327
475,-0.027981691858127107
476,0.016341947912711423
477,0.017170361451218842
478,0.018412592630719263
479,-0.02421540693413614
480,0.030191082147512673
481,-0.01032281558665224
482,-0.008867479417877166
483,0.01801775915658337
484,0.02185098470301577
485,0.002167176488840282
486,0.02658022228339315
487,0.002936849326656595
488,-0.008229797484584894
489,-0.03453852734447942
490,-0.001645288728186199
491,-0.004500470152868118
492,0.021312734477482338
493,0.02268737404406124
494,0.03295514379376923
495,0.03345322287052508
496,-0.0025148966221710503
497,0.027649137339294843
498,0.043425444079705715
499,0.005601683828969155
500,0.002447029558864005
501,0.019441010513595633
502,-0.0374659158032386
503,0.0186596705594682
504,0.0036719979573480734
505,0.006012828192355999
506,0.03439717178745447
507,-0.014726033497184907
508,-0.038971244614214307
509,0.01384633409003056
510,0.009905394000679019
511,0.0005082309490662931
512,-0.003874585079567031
513,-0.005188065164393407
514,-0.0013071804382673439
515,0.018231377776516646
516,0.00541721983176077
517,-0.023758615578349747
518,0.03392584658535116
519,-0.019680429188623904
520,-0.004517778393754164
521,-0.006201639237647183
522,0.006011811538742291
523,0.0023866575385635344
524,0.0045535936085896594
525,0.006145795549750888
526,0.01684357972992339
527,0.0016209170898387401
528,0.02227940118712365
529,-0.03671197779081275
530,-0.023762462751719005
531,0.029863337258955732
532,-0.0068583741234548145
533,0.03211361679245267
534,-0.011896942480144996
535,-0.01658329180954901
536,0.0059906598482013145
537,0.036080994530002096
538,0.022655771211718388
539,0.009806821239417552
540,0.04212415043206244
541,-0.029744002505234596
542,0.020052016144568596
543,0.023738077854381236
544,0.01081946821670326
545,0.028224218913377456
546,-0.012319976055517016
547,-0.004618857117879526
548,-0.0263807332836312
549,0.018205468058328476
550,-0.03439772147558071
551,0.021186168620523856
552,-0.008403773491778814
553,-0.030164312487714545
554,-0.025503847535443443
555,-0.021965220187248037
556,0.015547612770437716
557,0.030062766755286217
558,0.02855712034328135
559,0.010428770117425226
560,-0.015889252496730934
561,-0.021036325534046073
562,-0.0072386395463463924
563,0.020955819626428573
564,0.02006123923544788
565,0.02984778855984952
566,-0.008932014397230952
567,0.01289873381074854
568,-0.020351572117485513
569,-0.03761706425193148
570,-0.029551387687250883
571,-0.012102264410808767
572,-0.007289707529717052
573,-0.028871894353311892
574,-0.00715323887642728
575,0.010957531451801034
576,-0.031073091267394052
577,-0.018812512308523356
578,0.016452962644912805
579,0.016262952204232697
580,-0.04326823114983658
581,-0.005717909192569949
582,0.009939151759615687
583,-0.0038794845541921335
584,-0.010073480954399291
585,-0.019793477764018984
586,0.031035100664662477
587,0.03417858518490688
588,-0.03102407638162629
589,0.010736577072543657
590,-0.03684159262970703
591,-0.00851907414783785
592,0.02915337794545276
593,-0.015830333896904757
594,-0.004987198237931884
595,-0.015232335432290035
596,-0.009886472622942373
597,-0.013474873430488992
598,-0.02543652441987987
599,-0.002935891518864021
600,-0.006125094900736003
601,0.008426608851627096
602,-0.027443439792576633
603,-0.028641955110883258
604,0.02992566449000845
605,-3.816224435947581e-05
606,-0.009024454233793668
607,0.018423302844363304
608,0.03395576763828172
609,0.014288425521130164
610,-0.010889866937374593
611,-0.03858037748054289
612,0.006003398231096357
613,-0.006630488554891431
614,0.0027619825074647734
615,-0.008230180703749482
616,2.2906887546860473e-05
617,-0.004866618675728882
618,0.002241416541642474
619,0.014042700057293845
620,0.02193670194525824
621,0.007052122097395961
622,-0.0007086400389279603
623,0.02803603783292292
624,0.012425013703823602
625,0.006525866583549937
626,-0.018851534272271125
627,0.018246353932312536
628,0.007409148368869467
629,0.005740170093789391
630,-0.02569776290746147
631,-0.0015905418472860848
632,-0.022274987743845398
633,0.0038784183455651973
634,0.022934604552472954
635,-0.0056726203494922856
636,-0.0005213929315201237
637,-0.016993073854156174
638,-0.005256261783234041
639,0.03161724963040742
640,0.013585251735870588
641,-0.014725812031476694
642,0.0015932626094748513
643,0.013151955598805661
644,0.0010912243268643524
645,0.030419850988277753
646,-0.020008723558684417
647,-0.016897929845573888
648,-0.02769800515337722
649,-0.009662072093825785
650,-0.05059135693354106
651,0.01733379532719545
652,0.022580220271156935
653,-0.008222914463550753
654,-0.03507530297995936
655,-0.004913508047036629
656,-0.01925992561458675
657,-0.03486200614404033
658,0.02023358366360336
659,0.0009800174518266075
660,0.0022399967603670503
661,-0.014591794063390215
662,0.034844038017357325
663,-0.008395276930577523
664,-0.017613189859498203
665,-0.0092679073309968
666,0.018539892306363843
667,0.016641981235111566
668,-0.0321446260584866
669,-0.004085744101116254
670,0.005265253665743509
671,-0.014583477280561065
672,-0.021314334732831283
673,0.021101335811296675
674,0.01307790490476866
675,0.00895892951055519
676,-0.014952806996371401
677,0.02979832562542055
678,-0.0030039387093395795
679,-0.009930059463519195
680,5.91791533166444e-05
681,-0.029302887185663765
682,0.003628231872177582
683,0.0013740883868308827
684,0.007338059903508711
685,0.026414354065605935
686,-0.010343730953800312
687,0.01302128203726987
688,0.023775905623421002
689,-0.0072478549578509615
690,0.020140852887823274
691,-0.005484786091533985
692,-0.009046233463791117
693,0.03942886351573103
694,-0.007200110255469108
695,0.010020151271247882
696,0.005400714174330076
697,0.022769470566063044
698,-0.05580761573467967
699,-0.009536135406634517
700,-0.029777136101137566
701,-0.009828517865805325
702,0.017419367854669434
703,-0.021884660649652807
704,-0.02492571784506461
705,-0.004302629003219136
706,-0.01127691670464176
707,0.030538812766122334
708,0.04710849698972982
709,-0.0038228358574570243
710,0.007381441652764158
711,0.001279219914669935
712,-0.002684174858036994
713,0.0020093068303983015
714,0.0028547180888281263
715,0.04117897391045557
716,0.021971702278593255
717,0.027189157683894027
718,0.006285922277555029
719,-0.016937031698247892
720,0.016846006124214316
721,0.014523628266794928
722,0.008154870583730893
723,-0.0079801002393604
724,0.007272413254627717
725,-0.029209840686931297
726,0.0055534157971513
727,0.005996986792397702
728,-0.041971857868815694
729,-0.03981933470675068
730,-0.04154312302620985
731,-0.02961828157634656
732,0.014052845305579986
733,0.00060161687909029
734,-0.039753217968082726
735,0.011945835517187807
736,0.010921928094375928
737,-0.009179231506257513
738,0.0031797633327799012
739,0.025401350516740313
740,0.011012998857580406
741,0.0011077554153417495
742,0.003830028264789823
743,-0.006585907138954602
744,-0.008849984920729198
745,-0.020545730245844114
746,0.008402931771736497
747,-0.04027089466958451
748,-0.0224088270635822
749,-0.024269206794676337
750,0.055149003017863435
751,-0.002930673332411475
752,0.000819962211038086
753,-0.010985794680473247
754,-0.00848530533450887
755,0.006097375211061828
756,0.044171802663526626
757,-0.0027194111805120004
758,0.0005512259771407728
759,-0.01338224761215562
760,-0.005328864935088314
761,0.006092268610913512
762,-0.01872493730390448
763,0.03495649053488235
764,-0.012417922431706408
765,0.021908947200818627
766,-0.006608037958237758
767,-0.001858873021106856
768,-0.024801273905675724
769,0.009803713435203055
770,-0.020813706964388827
771,0.006185286439472755
772,0.05324975624232715
773,-0.0039449622608931445
774,-0.00647241715646859
775,0.0022591300610129285
776,-0.004392146270859599
777,-0.006653768176951517
778,0.01180970698665943
779,0.011313186362774322
780,-0.051652184130512355
781,0.008437655150590593
782,0.005861619244700437
783,0.03955517172541508
784,0.0011443991801169515
785,0.017906364414288195
786,-0.01179821245161241
787,-0.006901061266531375
788,0.02937873174964428
789,0.006856995116926592
790,-0.02491115842314763
791,-0.01792116433318358
792,-0.022257048135148224
793,0.014878013196094072
794,0.028369562763812264
795,-0.032976059247294916
796,-0.020152556164065766
797,0.008674355428563898
798,-0.0041985779317169096
799,0.000445938059657259
800,-0.020511280350180357
801,-0.008656220348920917
802,-0.0050037250735534755
803,-0.01720814526744709
804,0.0025273266166260357
805,-0.0038858111115157488
806,0.010616629209819498
807,0.0009590719038566845
808,0.04041893273999661
809,0.021189066897629744
810,0.04184255141520521
811,-0.02178953924444678
812,-0.023153351169500364
813,-0.0042256479469941375
814,0.003268892014471749
815,-0.012545891430255312
816,-0.00023173901269576578
817,-0.04256508254568088
818,0.002391310634742011
819,-0.023114862864898295
820,0.023277756290336377
821,0.00047864280873954245
822,-0.021033035919432112
823,5.01742197674468e-06
824,-0.018376503616023172
825,0.002736126501439863
826,0.005579293641205824
827,-0.00898059683445287
828,0.012502180391927983
829,-0.0259845501763828
830,0.012438611427628143
831,-0.003421661868490141
832,0.011890710339733676
833,-0.012088065542193147
834,-0.015748232827749353
835,0.01121807384487873
836,-0.004860116987414904
837,-0.02778442416040722
838,-0.01880087788448072
839,-0.0654889819322942
840,0.017895224044832292
841,0.010329764306064807
842,0.03809357017123993
843,-0.01412788531187018
844,0.0009013864786673581
845,0.017165992661439165
846,0.016835901503786048
847,0.012573543136827136
848,0.015130671849819761
849,0.009022301162638776
850,-0.03446570523296248
851,-0.027991335026481073
852,0.009237456011045942
853,-0.004009248018252469
854,0.0015897841756513267
855,-0.0008410036120294349
856,0.029373101950672983
857,-0.0013479107767832568
858,0.024150968710964723
859,-0.008675577520208031
860,-0.009312868344470633
861,0.005596139986082941
862,0.030452552140177207
863,-0.01079194570449014
864,0.003728117308824939
865,0.018479824757406643
866,-0.02670958130253626
867,0.0005294879895215115
868,0.007258679954943246
869,0.057861732022765636
870,-0.035874641912974674
871,-0.053246836670385954
872,0.00017916734562835963
873,0.03823829542032853
874,-0.030764065268308025
875,0.023830702581801366
876,-0.01916910243673157
877,-0.030740844457940873
878,-0.04076228012423759
879,-0.0326907539735088
880,-0.009715143539699246
881,-0.00501719519716964
882,0.007059708718541993
883,0.04161984607680072
884,0.0071495271292638055
885,-0.011034389157962579
886,0.02296856960089082
887,-0.015468553648431846
888,-0.009205568857735626
889,0.021975955355808017
890,0.00816480904724906
891,-0.0006137387791712941
892,0.006798124050534955
893,-0.0316432949741629
894,-0.013765500683649269
895,0.019270263678864884
896,-0.005523049036449197
897,-0.007612308727635961
898,0.007419372343485008
899,0.0032267608449985424
900,-0.005015632549225695
901,-0.0001266232729270808
902,-0.0006298899431755961
903,-0.022944600789356583
904,-0.015171499529208507
905,-0.0018956033578354256
906,0.010492791487274191
907,0.013723481962306654
908,0.007237144229329898
909,0.004196072647497203
910,-0.004666115165970044
911,-0.002500935480208499
912,-0.02390407507955829
913,0.03966189341283263
914,-0.039300101592736086
915,-0.0006128667381201822
916,0.010414815320165012
917,-0.010227334863045964
918,0.050493492644780216
919,-0.013633747580851936
920,-0.018294086460454474
921,-0.026355745040145314
922,0.02218268476959108
923,-0.015360735342084516
924,-0.038706584268795884
925,-0.007664580776320592
926,-0.012794964664481542
927,-0.01062447330359057
928,-0.019431697937882488
929,0.009510590202089367
930,-0.012066903549821225
931,-0.023783907493995417
932,0.00142519597986403
933,0.00867881472608529
934,0.008849414924958287
935,0.01920628909411836
936,-0.013300723198623276
937,-0.030348945757366137
938,-0.04542432573509364
939,-0.022313170624905752
940,0.0007168554913930537
941,-0.025370495628795505
942,-0.02988586995534367
943,-0.006726735950414784
944,0.014851514710793228
945,0.016774538462243943
946,-0.044633807239603536
947,-0.021611475848987472
948,0.024386798870750518
949,0.02059778564814495
950,0.000988757188270877
951,0.014741446893591182
952,-0.0045061692695308
953,-0.0034926482388519964
954,-0.022200712359221744
955,0.03438028285333925
956,0.018895292973824435
957,-0.011031136204008436
958,-0.04147772202270828
959,0.013735201206315807
960,-0.022358502317754932
961,0.010709820905824712
962,-0.036659189900316635
963,-0.00021467730840200565
964,-0.009441760899287067
965,0.019623147172162392
966,-0.015861335633753103
967,-0.009166275567727252
968,0.01796134397397902
969,0.0040761832696178295
970,0.014062694907127003
971,-0.013017568644522104
972,-0.0014359923730395564
973,-0.011405279237473915
974,0.019668597333397847
975,0.008136277476528883
976,0.02796562477896956
977,-0.0040727862338153795
978,0.014062084679480419
979,-0.05098049121503511
980,-0.02506012681326798
981,-0.01709049453616638
982,0.014324868165978397
983,-0.0016448071136850586
984,0.010875107410338179
985,-0.005686945422025805
986,-0.013047823586021714
987,-0.013874603286505997
988,0.00918763736661825
989,-0.01104428265167616
990,-0.012077433937760831
991,-0.005836258533633984
992,0.021051837078572364
993,0.008039535958440794
994,-0.02928580686174405
995,0.016231412849569544
996,0.01373330319119753
997,0.01199537968691053
998,-0.00021377504647107073
999,0.03847971347846966
