person_id,canonical_name,birth_year,death_year,identity_status,verified_openalex_ids,cluster_completeness,network_observable,strong_identifier_evidence,known_work_match_n,institution_match,coauthor_match,topic_field_match,career_timing_match,conflicting_orcid,reviewer,second_reviewer,adjudication_status,mh_blinded_at_identity_lock,review_date,notes
cv_Q14666387,John Wishart (surgeon),1850,1926,NO_GRAPH_RECORD,,,false,,0,false,false,false,false,false,ARIS4C pre-exposure triage,,protocol-derived,true,2026-09-18,pre-exposure pilot30 triage; review_class=no_openalex_search_hit
cv_Q1795953,Otto Siebert,1869,1963,VERIFIED_SINGLE,A5025360349,not_applicable,false,,2,false,false,true,true,false,ARIS4C evidence review,,accepted-single,true,2026-09-18,Verified pre-exposure: external authority/bibliography matches Geschichte der neueren deutschen Philosophie and Legends of the Dieri; OpenAlex has only 3 fetched lifetime-plausible works, below current >=5 network gate.
cv_Q7659879,Sydney Copeman,1862,1947,AMBIGUOUS_COLLISION,,,false,,0,false,false,false,false,false,ARIS4C pre-exposure triage,,protocol-derived,true,2026-09-18,pre-exposure pilot30 triage; review_class=name_collision_or_low_similarity
cv_Q72927,Ottomar Rosenbach,1851,1907,PROVISIONAL_CLUSTER,,,false,,0,false,false,false,false,false,ARIS4C pre-exposure triage,,pending,,2026-09-18,pre-exposure pilot30 triage; review_class=possible_author_fragmentation; plausible_openalex_ids=https://openalex.org/A5055265853;https://openalex.org/A5053431911;https://openalex.org/A5062121555;https://openalex.org/A5061724323
cv_Q20031320,Fred Casey,1876,1956,PROVISIONAL_CLUSTER,,,false,,0,false,false,false,false,false,ARIS4C pre-exposure triage,,pending,,2026-09-18,pre-exposure pilot30 triage; review_class=possible_author_fragmentation; plausible_openalex_ids=https://openalex.org/A5045929589;https://openalex.org/A5068116887
cv_Q19287605,Karl Erich Hupka,1884,1919,VERIFIED_SINGLE,A5011432733,not_applicable,false,,1,false,false,true,true,false,ARIS4C evidence review,,accepted-single,true,2026-09-18,Verified pre-exposure: exact 1909 Die träge Masse bewegter Elektronen matches Hupka's relativity/electron-mass authority context; only 1 OpenAlex work, below network gate.
cv_Q124897,Anton Moortgat,1897,1977,PROVISIONAL_CLUSTER,,,false,,0,false,false,false,false,false,ARIS4C pre-exposure triage,,pending,,2026-09-18,pre-exposure pilot30 triage; review_class=possible_author_fragmentation; plausible_openalex_ids=https://openalex.org/A5073914097;https://openalex.org/A5023710257;https://openalex.org/A5035237577;https://openalex.org/A5017328523;https://openalex.org/A5024501401;https://openalex.org/A5041137962
cv_Q338095,Carl Emil Pettersson,1875,1937,NO_GRAPH_RECORD,,,false,,0,false,false,false,false,false,ARIS4C pre-exposure triage,,protocol-derived,true,2026-09-18,pre-exposure pilot30 triage; review_class=no_openalex_search_hit
cv_Q20242849,Willy Oelsen,1905,1970,VERIFIED_SINGLE,A5004048416,not_applicable,true,,1,false,false,true,true,false,ARIS4C evidence review,,accepted-single,true,2026-09-18,Verified pre-exposure: Deutsche Biographie gives exact 1929 dissertation Die Abhängigkeit der Konzentration gesättigter Mischkristalle von der Temperatur and metallurgy career; OpenAlex record contains that work and 85 lifetime-plausible metallurgy works.
cv_Q1038195,Carl Föhl,1901,1973,PROVISIONAL_CLUSTER,,,false,,0,false,false,false,false,false,ARIS4C pre-exposure triage,,pending,,2026-09-18,pre-exposure pilot30 triage; review_class=possible_author_fragmentation; plausible_openalex_ids=https://openalex.org/A5051869350;https://openalex.org/A5037998087;https://openalex.org/A5012659710
cv_Q108514,Menachem Pinkhof,1920,1969,NO_GRAPH_RECORD,,,false,,0,false,false,false,false,false,ARIS4C pre-exposure triage,,protocol-derived,true,2026-09-18,pre-exposure pilot30 triage; review_class=no_openalex_search_hit
cv_Q60859,Fritz Strassmann,1902,1980,PROVISIONAL_CLUSTER,,,false,,0,false,false,false,false,false,ARIS4C pre-exposure triage,,pending,,2026-09-18,pre-exposure pilot30 triage; review_class=possible_author_fragmentation; plausible_openalex_ids=https://openalex.org/A5011387367;https://openalex.org/A5007572034;https://openalex.org/A5070378294;https://openalex.org/A5065140491
cv_Q40700285,Paul J. Torpey,1937,2019,VERIFIED_SINGLE,A5037300114,not_applicable,false,,1,false,false,true,true,false,ARIS4C evidence review,,accepted-single,true,2026-09-18,Verified pre-exposure: ASME biography identifies Bell Labs gas-turbine emergency-power work and mechanical-engineering career; OpenAlex includes matching 1965 emergency-power gas-turbine paper. Only 3 works, below network gate. ASME reports birth 1938 whereas frozen source frame has 1937; discrepancy retained for provenance review.
cv_Q1459755,Friedrich Hoeth,1931,1981,VERIFIED_SINGLE,A5068892426,not_applicable,true,,1,true,false,true,true,false,ARIS4C evidence review,,accepted-single,true,2026-09-18,Verified pre-exposure: Gestalt Theory Society lists Friedrich Hoeth and Kommunikationsstruktur und Gruppenleistung; OpenAlex has same 1965 work plus psychology/social-evaluation papers; Wikidata/TU Darmstadt context agrees. Exactly 5 works meets current pilot gate.
