person_id,canonical_name,identity_status,openalex_work_id,publication_year,title,cited_by_count,primary_topic_name,source_author_ids,sample_reason,work_belongs_to_focal_person,review_reason,reviewer,mh_blinded_at_work_audit
cv_Q4937482,Bogdan Zakrzewski,VERIFIED_SINGLE,W954770929,1953,"""Spór o Mickiewicza"", Stefan Żółkiewski, Wrocław 1952, Wyd. Zakładu Narodowego im. Ossolińskich, Studia Historycznoliterackie Instytutu Badań Literackich Polskiej Akademii Nauk, pod red. Jana Kotta, t. 16, s. 276, nlb. 4, ryc. 10 : [recenzja] / Bogdan Zakrzewski.",0,Polish Historical and Cultural Studies,A5111381182,high_citation,,,,
cv_Q4937482,Bogdan Zakrzewski,VERIFIED_SINGLE,W1026372491,1958,W Beńkowej Wiszni i we Lwowie / Zofia z Fredrów Szeptycka ; oprac. Bogdan Zakrzewski.,0,Language and Culture,A5111381182,high_citation,,,,
cv_Q57447297,Thomas Aisu,VERIFIED_SINGLE,W2088116640,2010,"Assessment of core capacities for the International Health Regulations (IHR[2005]) – Uganda, 2009",195,Viral Infections and Outbreaks Research,A5109195156,accepted_author_fragment:A5109195156,,,,
cv_Q57447297,Thomas Aisu,VERIFIED_SINGLE,W1980534497,1992,Absence of Mycobacterium avium Complex Disease in Patients with AIDS in Uganda,54,Mycobacterium research and diagnosis,A5109195156,earliest,,,,
cv_Q57447297,Thomas Aisu,VERIFIED_SINGLE,W4233208635,1995,Preventive chemotherapy for HIV-associated tuberculosis in Uganda: an operational assessment at a voluntary counselling and testing centre,78,Tuberculosis Research and Epidemiology,A5109195156,temporal_median,,,,
cv_Q57447297,Thomas Aisu,VERIFIED_SINGLE,W2082347732,1995,Preventive chemotherapy for HIV-associated tuberculosis in Uganda: an operational assessment at a voluntary counselling and testing centre,103,HIV/AIDS Research and Interventions,A5109195156,high_citation,,,,
cv_Q23059458,Minoo Lenarz,VERIFIED_SINGLE,W2008926589,2013,RORγt+ Innate Lymphoid Cells Acquire a Proinflammatory Program upon Engagement of the Activating Receptor NKp44,178,"IL-33, ST2, and ILC Pathways",A5073627948,accepted_author_fragment:A5073627948,,,,
cv_Q23059458,Minoo Lenarz,VERIFIED_SINGLE,W1975737184,2002,Auditory Brainstem Implant Part II: Subjective Assessment of Functional Outcome,65,Hearing Loss and Rehabilitation,A5073627948,earliest,,,,
cv_Q23059458,Minoo Lenarz,VERIFIED_SINGLE,W2086675974,2010,Preoperative prediction of vestibular schwannoma's nerve of origin with posturography and electronystagmography,17,Meningioma and schwannoma management,A5073627948,temporal_median,,,,
cv_Q23059458,Minoo Lenarz,VERIFIED_SINGLE,W2899223667,2016,Verbesserte Knochenleitungsschwelle bei Primär- und Revisions-CO2-Laserstapedotomien nach 6 Monaten – davor zeigt sich eine Abhängigkeit zur verwendeten Laserenergie,0,Laser Applications in Dentistry and Medicine,A5073627948,latest,,,,
cv_Q23059458,Minoo Lenarz,VERIFIED_SINGLE,W1974466673,2012,Cochlear implant performance in geriatric patients,140,Hearing Loss and Rehabilitation,A5073627948,high_citation,,,,
cv_Q23059458,Minoo Lenarz,VERIFIED_SINGLE,W2105406211,2012,Long‐Term Performance of Cochlear Implants in Postlingually Deafened Adults,138,Hearing Loss and Rehabilitation,A5073627948,high_citation,,,,
cv_Q23059458,Minoo Lenarz,VERIFIED_SINGLE,W1968282453,2006,The Auditory Midbrain Implant,106,Hearing Loss and Rehabilitation,A5073627948,high_citation,,,,
cv_Q23059458,Minoo Lenarz,VERIFIED_SINGLE,W2136948475,2009,Auditory Midbrain Implant: A Review,87,Hearing Loss and Rehabilitation,A5073627948,high_citation,,,,
cv_Q23059458,Minoo Lenarz,VERIFIED_SINGLE,W2023016429,2008,Demagnetization of Cochlear Implants and Temperature Changes in 3.0T MRI Environment,76,Advanced MRI Techniques and Applications,A5073627948,high_citation,,,,
cv_Q23059458,Minoo Lenarz,VERIFIED_SINGLE,W2038080246,2007,Electrical Stimulation of the Midbrain for Hearing Restoration: Insight into the Functional Organization of the Human Central Auditory System,75,Hearing Loss and Rehabilitation,A5073627948,high_citation,,,,
cv_Q23059458,Minoo Lenarz,VERIFIED_SINGLE,W2070011111,2006,Elimination of Facial Nerve Stimulation by Reimplantation in Cochlear Implant Subjects,65,Hearing Loss and Rehabilitation,A5073627948,high_citation,,,,
cv_Q23059458,Minoo Lenarz,VERIFIED_SINGLE,W2024585406,2009,Artifacts caused by cochlear implants with non-removable magnets in 3T MRI: phantom and cadaveric studies,60,Hearing Loss and Rehabilitation,A5073627948,high_citation,,,,
cv_Q19850025,Oskar Simony,VERIFIED_CLUSTER,W2050857397,1884,Ueber eine Reihe neuer Thatsachen aus dem Gebiete der Topologie,7,Homotopy and Cohomology in Algebraic Topology,A5012920577,accepted_author_fragment:A5012920577,,,,
cv_Q19850025,Oskar Simony,VERIFIED_CLUSTER,W4232904871,1881,Ueber eine Reihe neuer Thatsachen aus dem Gebiete der Topologie,6,Homotopy and Cohomology in Algebraic Topology,A5071357435,accepted_author_fragment:A5071357435,,,,
cv_Q6225153,John Carl Parish,VERIFIED_SINGLE,W4236488569,1931,Up and Down California in 1860-1864: The Journal of William H. Brewer,29,American Environmental and Regional History,A5027199373,accepted_author_fragment:A5027199373,,,,
cv_Q6225153,John Carl Parish,VERIFIED_SINGLE,W4247857832,1914,The Man with the Iron Hand,0,American History and Culture,A5027199373,earliest,,,,
cv_Q6225153,John Carl Parish,VERIFIED_SINGLE,W4388922308,1922,Comment,0,,A5027199373,temporal_median,,,,
cv_Q6225153,John Carl Parish,VERIFIED_SINGLE,W2320968106,1944,The Persistence of the Westward Movement and Other Essays.,4,Australian History and Society,A5027199373,latest,,,,
cv_Q6225153,John Carl Parish,VERIFIED_SINGLE,W4252988807,1931,Anza's California Expeditions,12,Archaeology and Natural History,A5027199373,high_citation,,,,
cv_Q6225153,John Carl Parish,VERIFIED_SINGLE,W645084814,1933,"Leland Stanford, War Governor of California, Railroad Builder and Founder of Stanford University",8,American History and Culture,A5027199373,high_citation,,,,
cv_Q6225153,John Carl Parish,VERIFIED_SINGLE,W4301627163,1929,The Life of George Rogers Clark,3,Archaeology and Natural History,A5027199373,high_citation,,,,
cv_Q6225153,John Carl Parish,VERIFIED_SINGLE,W3201650778,1931,"Broken Hand: The Life Story of Thomas Fitzpatrick, Chief of the Mountain Men",2,American Environmental and Regional History,A5027199373,high_citation,,,,
cv_Q6225153,John Carl Parish,VERIFIED_SINGLE,W3116754916,1943,The Persistence of the Westward Movement and Other Essays,2,Canadian Identity and History,A5027199373,high_citation,,,,
cv_Q6225153,John Carl Parish,VERIFIED_SINGLE,W2869939378,1921,The Old Military Road,1,Vietnamese History and Culture Studies,A5027199373,high_citation,,,,
cv_Q6225153,John Carl Parish,VERIFIED_SINGLE,W2878653436,1922,The First Mississippi Bridge,1,Structural Engineering and Vibration Analysis,A5027199373,high_citation,,,,
cv_Q6225153,John Carl Parish,VERIFIED_SINGLE,W4235974194,1930,The Intrigues of Doctor James O'Fallon,1,History of Medical Practice,A5027199373,high_citation,,,,
cv_Q7926394,Victor Thébault,VERIFIED_SINGLE,W2316763765,1945,The Area of a Triangle as a Function of the Sides,7,Mathematics and Applications,A5025602759,accepted_author_fragment:A5025602759,,,,
cv_Q7926394,Victor Thébault,VERIFIED_SINGLE,W2907740842,1914,Généralisation d'un théorème de M. T. Lemoyne,0,Hermeneutics and Narrative Identity,A5025602759,earliest,,,,
cv_Q7926394,Victor Thébault,VERIFIED_SINGLE,W4252098604,1949,Mathematical Notes,0,History and Theory of Mathematics,A5025602759,temporal_median,,,,
cv_Q7926394,Victor Thébault,VERIFIED_SINGLE,W2330789015,1962,Some Proofs of a Theorem on Quadrilateral,4,Mathematics and Applications,A5025602759,latest,,,,
cv_Q7926394,Victor Thébault,VERIFIED_SINGLE,W2335402278,1952,Perspective and Orthologic Triangles and Tetrahedrons,6,Mathematics and Applications,A5025602759,high_citation,,,,
cv_Q7926394,Victor Thébault,VERIFIED_SINGLE,W2332814277,1951,Problems for Solution: 4428-4432,5,Heat Transfer and Numerical Methods,A5025602759,high_citation,,,,
cv_Q7926394,Victor Thébault,VERIFIED_SINGLE,W2318009805,1946,Problems for Solution: E711-E715,4,Heat Transfer and Numerical Methods,A5025602759,high_citation,,,,
cv_Q7926394,Victor Thébault,VERIFIED_SINGLE,W2323144440,1946,Problems for Solution: 4215-4219,4,Heat Transfer and Numerical Methods,A5025602759,high_citation,,,,
cv_Q7926394,Victor Thébault,VERIFIED_SINGLE,W2328929028,1953,On Cevians of a Triangle,4,Mathematics and Applications,A5025602759,high_citation,,,,
cv_Q7926394,Victor Thébault,VERIFIED_SINGLE,W600587852,1953,Parmi les belles figures de la géométrie dans l'espace : (géométrie du tétraèdre),4,History and Theory of Mathematics,A5025602759,high_citation,,,,
cv_Q7926394,Victor Thébault,VERIFIED_SINGLE,W2316592887,1947,Problems for Solution: 4264-4269,3,Heat Transfer and Numerical Methods,A5025602759,high_citation,,,,
cv_Q7926394,Victor Thébault,VERIFIED_SINGLE,W2322080473,1948,Problems for Solution: E806-E810,3,Heat Transfer and Numerical Methods,A5025602759,high_citation,,,,
cv_Q3385700,Pierre L. G. Benoit,VERIFIED_CLUSTER,W2952316453,1963,Béthylides nord-africains récoltés par M. L. BERLAND,4,African Botany and Ecology Studies,A5063335980,accepted_author_fragment:A5063335980,,,,
cv_Q3385700,Pierre L. G. Benoit,VERIFIED_CLUSTER,W7153952053,1968,Synopsis des Filistatidae africains (Araneae),0,Spider Taxonomy and Behavior Studies,A5133441731,accepted_author_fragment:A5133441731,,,,
cv_Q2641681,Alexander Aigner,VERIFIED_CLUSTER,W2000306932,1957,Die Unmöglichkeit von x6+y6=z6 und x9+y9=z9 in quadratischen Körpern,12,Polynomial and algebraic computation,A5035950863,accepted_author_fragment:A5035950863,,,,
cv_Q2641681,Alexander Aigner,VERIFIED_CLUSTER,W4246267587,1974,Bezeichnungen,4,,A5100268971,accepted_author_fragment:A5100268971,,,,
cv_Q2641681,Alexander Aigner,VERIFIED_CLUSTER,W4244491287,1975,Quadratische und kubische Restkriterien für das Auftreten einer Fibonacci-Primitivwurzel.,1,Advanced Mathematical Theories and Applications,A5103302324,accepted_author_fragment:A5103302324,,,,
cv_Q2641681,Alexander Aigner,VERIFIED_CLUSTER,W4246024144,1974,Frontmatter,0,,A5104375058,accepted_author_fragment:A5104375058,,,,
cv_Q2641681,Alexander Aigner,VERIFIED_CLUSTER,W4255985411,1974,Anhang,0,Public Administration and Political Analysis,A5104676356,accepted_author_fragment:A5104676356,,,,
cv_Q2641681,Alexander Aigner,VERIFIED_CLUSTER,W4246834022,1974,II. Restklassen und Kongruenzen,0,Economic and Social Issues,A5104740538,accepted_author_fragment:A5104740538,,,,
cv_Q2641681,Alexander Aigner,VERIFIED_CLUSTER,W4249692639,1974,IV. Das quadratische Reziprozitätsgesetz,0,Law and Political Science,A5104793263,accepted_author_fragment:A5104793263,,,,
cv_Q2641681,Alexander Aigner,VERIFIED_CLUSTER,W2257397423,1938,Vitamin C in midwifery with special reference to blood regeneration.,0,"Dietetics, Nutrition, and Education",A5035950863,earliest,,,,
cv_Q2641681,Alexander Aigner,VERIFIED_CLUSTER,W2399630491,1974,[Sound spectrographic examinations of heart sounds and murmurs in aortic valve lesions].,0,Phonocardiography and Auscultation Techniques,A5035950863,temporal_median,,,,
