person_id,canonical_name,identity_status,openalex_work_id,publication_year,title,cited_by_count,primary_topic_name,source_author_ids,sample_reason,work_belongs_to_focal_person,review_reason,reviewer,mh_blinded_at_work_audit
cv_Q2545268,Walter L. Bühl,VERIFIED_CLUSTER,W33292530,1985,Die Bundesrepublik zwischen Strukturkrise und Strukturwandel,0,European Socioeconomic and Political Studies,A5068802409,temporal_median,true,Deterministic 12-work audit covers all four accepted Author-ID fragment anchors plus temporal/high-citation works. All sampled titles are internally concordant sociology/social-systems/modernization/knowledge-sociology outputs; no sampled contamination found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q2545268,Walter L. Bühl,VERIFIED_CLUSTER,W579519336,2002,Phänomenologische Soziologie : ein kritischer Überblick,4,German Social Sciences and History,A5065115676,latest,true,Deterministic 12-work audit covers all four accepted Author-ID fragment anchors plus temporal/high-citation works. All sampled titles are internally concordant sociology/social-systems/modernization/knowledge-sociology outputs; no sampled contamination found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q2545268,Walter L. Bühl,VERIFIED_CLUSTER,W639851681,1976,Theorien sozialer Konflikte,23,Sociology and Education Studies,A5065115676,high_citation,true,Deterministic 12-work audit covers all four accepted Author-ID fragment anchors plus temporal/high-citation works. All sampled titles are internally concordant sociology/social-systems/modernization/knowledge-sociology outputs; no sampled contamination found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q2545268,Walter L. Bühl,VERIFIED_CLUSTER,W592851465,1974,Einführung in die Wissenschaftssoziologie,17,Sociology and Education Studies,A5065115676,high_citation,true,Deterministic 12-work audit covers all four accepted Author-ID fragment anchors plus temporal/high-citation works. All sampled titles are internally concordant sociology/social-systems/modernization/knowledge-sociology outputs; no sampled contamination found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q2545268,Walter L. Bühl,VERIFIED_CLUSTER,W365639918,1987,Kulturwandel : für eine dynamische Kultursoziologie,14,Sociology and Education Studies,A5065115676,high_citation,true,Deterministic 12-work audit covers all four accepted Author-ID fragment anchors plus temporal/high-citation works. All sampled titles are internally concordant sociology/social-systems/modernization/knowledge-sociology outputs; no sampled contamination found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q2545268,Walter L. Bühl,VERIFIED_CLUSTER,W563053323,1998,Verantwortung für soziale Systeme : Grundzüge einer globalen Gesellschaftsethik,14,Economic and Social Issues,A5065115676,high_citation,true,Deterministic 12-work audit covers all four accepted Author-ID fragment anchors plus temporal/high-citation works. All sampled titles are internally concordant sociology/social-systems/modernization/knowledge-sociology outputs; no sampled contamination found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q2545268,Walter L. Bühl,VERIFIED_CLUSTER,W572515467,1972,Verstehende Soziologie : Grundzüge und Entwicklungstendenzen,12,Sociology and Education Studies,A5065115676,high_citation,true,Deterministic 12-work audit covers all four accepted Author-ID fragment anchors plus temporal/high-citation works. All sampled titles are internally concordant sociology/social-systems/modernization/knowledge-sociology outputs; no sampled contamination found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q1737527,Kazimierz Urbanik,VERIFIED_SINGLE,W1981761768,1960,Absolute-valued algebras,87,"Rings, Modules, and Algebras",A5049949184,accepted_author_fragment:A5049949184,true,Deterministic 12-work audit spans earliest/median/latest/high-citation output and is consistently mathematics/probability/algebra; topic-label noise is not authorship evidence and no sampled contamination was found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q1737527,Kazimierz Urbanik,VERIFIED_SINGLE,W1024840423,1954,Sur la structure non topologique du corps des opérateurs,10,Medical and Biological Sciences,A5049949184,earliest,true,Deterministic 12-work audit spans earliest/median/latest/high-citation output and is consistently mathematics/probability/algebra; topic-label noise is not authorship evidence and no sampled contamination was found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q1737527,Kazimierz Urbanik,VERIFIED_SINGLE,W2477199055,1967,Vector valued measures,2,Advanced Control Systems Optimization,A5049949184,temporal_median,true,Deterministic 12-work audit spans earliest/median/latest/high-citation output and is consistently mathematics/probability/algebra; topic-label noise is not authorship evidence and no sampled contamination was found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q1737527,Kazimierz Urbanik,VERIFIED_SINGLE,W38322942,2005,Functionals on stochastic processes,1,Stochastic processes and financial applications,A5049949184,latest,true,Deterministic 12-work audit spans earliest/median/latest/high-citation output and is consistently mathematics/probability/algebra; topic-label noise is not authorship evidence and no sampled contamination was found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q1737527,Kazimierz Urbanik,VERIFIED_SINGLE,W849573418,1972,Lévy's probability measures on Euclidean spaces,72,Advanced Banach Space Theory,A5049949184,high_citation,true,Deterministic 12-work audit spans earliest/median/latest/high-citation output and is consistently mathematics/probability/algebra; topic-label noise is not authorship evidence and no sampled contamination was found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q1737527,Kazimierz Urbanik,VERIFIED_SINGLE,W4246801309,1964,Generalized convolutions,71,Advanced Banach Space Theory,A5049949184,high_citation,true,Deterministic 12-work audit spans earliest/median/latest/high-citation output and is consistently mathematics/probability/algebra; topic-label noise is not authorship evidence and no sampled contamination was found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q1737527,Kazimierz Urbanik,VERIFIED_SINGLE,W2099970571,1962,Information without probability,64,"Computability, Logic, AI Algorithms",A5049949184,high_citation,true,Deterministic 12-work audit spans earliest/median/latest/high-citation output and is consistently mathematics/probability/algebra; topic-label noise is not authorship evidence and no sampled contamination was found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q1737527,Kazimierz Urbanik,VERIFIED_SINGLE,W990401580,1961,Joint probability distributions of observables in quantum mechanics,50,Quantum Mechanics and Applications,A5049949184,high_citation,true,Deterministic 12-work audit spans earliest/median/latest/high-citation output and is consistently mathematics/probability/algebra; topic-label noise is not authorship evidence and no sampled contamination was found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q1737527,Kazimierz Urbanik,VERIFIED_SINGLE,W27910133,1973,Limit Laws for Sequences of Normed Sums Satisfying Some Stability Conditions,47,Probability and Risk Models,A5049949184,high_citation,true,Deterministic 12-work audit spans earliest/median/latest/high-citation output and is consistently mathematics/probability/algebra; topic-label noise is not authorship evidence and no sampled contamination was found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q1737527,Kazimierz Urbanik,VERIFIED_SINGLE,W1041150066,1978,Lévy's probability measures on Banach spaces,34,Advanced Banach Space Theory,A5049949184,high_citation,true,Deterministic 12-work audit spans earliest/median/latest/high-citation output and is consistently mathematics/probability/algebra; topic-label noise is not authorship evidence and no sampled contamination was found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q1737527,Kazimierz Urbanik,VERIFIED_SINGLE,W4231126944,1973,Generalized convolutions II,33,Mathematical functions and polynomials,A5049949184,high_citation,true,Deterministic 12-work audit spans earliest/median/latest/high-citation output and is consistently mathematics/probability/algebra; topic-label noise is not authorship evidence and no sampled contamination was found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q1737527,Kazimierz Urbanik,VERIFIED_SINGLE,W128073347,1988,Analytical Methods in Probability Theory,30,Statistical Mechanics and Entropy,A5049949184,high_citation,true,Deterministic 12-work audit spans earliest/median/latest/high-citation output and is consistently mathematics/probability/algebra; topic-label noise is not authorship evidence and no sampled contamination was found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q3052265,Émile Haumant,VERIFIED_CLUSTER,W2126125349,1910,"La culture française en Russie, 1700-1900",2,European Political History Analysis,A5001687639,accepted_author_fragment:A5001687639,true,Full plausible corpus audit (11/11) passed. Persée independently attributes the 1892 review and 1903/1914-1919 Russia/Balkan works to Émile Haumant; 1927 La Yougoslavie is independently bibliographed to Haumant. Sources: https://www.persee.fr/authority/41698 ; https://www.persee.fr/doc/rhmc_0996-2727_1928_num_3_14_3475_t1_0158_0000_1,ARIS4C 000 pre-exposure evidence review,true
cv_Q3052265,Émile Haumant,VERIFIED_CLUSTER,W2008394378,1914,La nationalité serbo-croate,3,"Balkans: History, Politics, Society",A5032545110,accepted_author_fragment:A5032545110,true,Full plausible corpus audit (11/11) passed. Persée independently attributes the 1892 review and 1903/1914-1919 Russia/Balkan works to Émile Haumant; 1927 La Yougoslavie is independently bibliographed to Haumant. Sources: https://www.persee.fr/authority/41698 ; https://www.persee.fr/doc/rhmc_0996-2727_1928_num_3_14_3475_t1_0158_0000_1,ARIS4C 000 pre-exposure evidence review,true
cv_Q3052265,Émile Haumant,VERIFIED_CLUSTER,W3165340892,1892,"Voyage et avantures de François Léguat et de ses compagnons en deux isles désertes des Indes orientales ; à Londres, chez David Mortier, 1721",0,"Colonialism, slavery, and trade",A5001687639,earliest,true,Full plausible corpus audit (11/11) passed. Persée independently attributes the 1892 review and 1903/1914-1919 Russia/Balkan works to Émile Haumant; 1927 La Yougoslavie is independently bibliographed to Haumant. Sources: https://www.persee.fr/authority/41698 ; https://www.persee.fr/doc/rhmc_0996-2727_1928_num_3_14_3475_t1_0158_0000_1,ARIS4C 000 pre-exposure evidence review,true
cv_Q3052265,Émile Haumant,VERIFIED_CLUSTER,W2024652585,1915,Le pays dinarique et les types serbes,0,"Balkans: History, Politics, Society",A5032545110,temporal_median,true,Full plausible corpus audit (11/11) passed. Persée independently attributes the 1892 review and 1903/1914-1919 Russia/Balkan works to Émile Haumant; 1927 La Yougoslavie is independently bibliographed to Haumant. Sources: https://www.persee.fr/authority/41698 ; https://www.persee.fr/doc/rhmc_0996-2727_1928_num_3_14_3475_t1_0158_0000_1,ARIS4C 000 pre-exposure evidence review,true
cv_Q3052265,Émile Haumant,VERIFIED_CLUSTER,W655506344,1927,La Yougoslavie: Etudes et Souvenirs,0,"Balkans: History, Politics, Society",A5032545110,latest,true,Full plausible corpus audit (11/11) passed. Persée independently attributes the 1892 review and 1903/1914-1919 Russia/Balkan works to Émile Haumant; 1927 La Yougoslavie is independently bibliographed to Haumant. Sources: https://www.persee.fr/authority/41698 ; https://www.persee.fr/doc/rhmc_0996-2727_1928_num_3_14_3475_t1_0158_0000_1,ARIS4C 000 pre-exposure evidence review,true
cv_Q3052265,Émile Haumant,VERIFIED_CLUSTER,W3134585762,1903,Ouverture des conférences à la Faculté des lettres de l’Université de Paris,0,Linguistics and Discourse Analysis,A5001687639,high_citation,true,Full plausible corpus audit (11/11) passed. Persée independently attributes the 1892 review and 1903/1914-1919 Russia/Balkan works to Émile Haumant; 1927 La Yougoslavie is independently bibliographed to Haumant. Sources: https://www.persee.fr/authority/41698 ; https://www.persee.fr/doc/rhmc_0996-2727_1928_num_3_14_3475_t1_0158_0000_1,ARIS4C 000 pre-exposure evidence review,true
cv_Q3052265,Émile Haumant,VERIFIED_CLUSTER,W2049723003,1914,Histoire de la Russie depuis les Origines jusqu'a nos Jours,0,Russia and Soviet political economy,A5032545110,high_citation,true,Full plausible corpus audit (11/11) passed. Persée independently attributes the 1892 review and 1903/1914-1919 Russia/Balkan works to Émile Haumant; 1927 La Yougoslavie is independently bibliographed to Haumant. Sources: https://www.persee.fr/authority/41698 ; https://www.persee.fr/doc/rhmc_0996-2727_1928_num_3_14_3475_t1_0158_0000_1,ARIS4C 000 pre-exposure evidence review,true
cv_Q3052265,Émile Haumant,VERIFIED_CLUSTER,W2301885676,1917,Deux études de Mr V. P. Semenov-Tian-Chanskiï Sur la géographie politique de la Russie,0,Arctic and Russian Policy Studies,A5032545110,high_citation,true,Full plausible corpus audit (11/11) passed. Persée independently attributes the 1892 review and 1903/1914-1919 Russia/Balkan works to Émile Haumant; 1927 La Yougoslavie is independently bibliographed to Haumant. Sources: https://www.persee.fr/authority/41698 ; https://www.persee.fr/doc/rhmc_0996-2727_1928_num_3_14_3475_t1_0158_0000_1,ARIS4C 000 pre-exposure evidence review,true
cv_Q3052265,Émile Haumant,VERIFIED_CLUSTER,W2059790228,1919,Les influences géographiques dans la formation de la Russie [Premier article],0,Historical Geography and Geographical Thought,A5032545110,high_citation,true,Full plausible corpus audit (11/11) passed. Persée independently attributes the 1892 review and 1903/1914-1919 Russia/Balkan works to Émile Haumant; 1927 La Yougoslavie is independently bibliographed to Haumant. Sources: https://www.persee.fr/authority/41698 ; https://www.persee.fr/doc/rhmc_0996-2727_1928_num_3_14_3475_t1_0158_0000_1,ARIS4C 000 pre-exposure evidence review,true
cv_Q3052265,Émile Haumant,VERIFIED_CLUSTER,W2303863198,1919,Les frontières historiques de la Serbie,0,"Balkans: History, Politics, Society",A5032545110,high_citation,true,Full plausible corpus audit (11/11) passed. Persée independently attributes the 1892 review and 1903/1914-1919 Russia/Balkan works to Émile Haumant; 1927 La Yougoslavie is independently bibliographed to Haumant. Sources: https://www.persee.fr/authority/41698 ; https://www.persee.fr/doc/rhmc_0996-2727_1928_num_3_14_3475_t1_0158_0000_1,ARIS4C 000 pre-exposure evidence review,true
cv_Q3052265,Émile Haumant,VERIFIED_CLUSTER,W3009344524,1927,"La Yougoslavie. Études et souvenirs. La Nationalité serbo-croate. Types yougoslaves. La Slavisation de la Dalmatie. Les Français à Raguse. Les Souvenirs de M. de Tkalats. La Première Histoire serbe. La Légende de Kossovo. Hélène d'Anjou à Gradats. L'Aurore de la liberté. L'Armée de Karageorges, etc",0,"Balkans: History, Politics, Society",A5001687639,high_citation,true,Full plausible corpus audit (11/11) passed. Persée independently attributes the 1892 review and 1903/1914-1919 Russia/Balkan works to Émile Haumant; 1927 La Yougoslavie is independently bibliographed to Haumant. Sources: https://www.persee.fr/authority/41698 ; https://www.persee.fr/doc/rhmc_0996-2727_1928_num_3_14_3475_t1_0158_0000_1,ARIS4C 000 pre-exposure evidence review,true
cv_Q7416679,Sandra Leiblum,VERIFIED_CLUSTER,W2060889830,1967,Individual differences in memory span with and without activity intervening between presentation and recall.,13,Memory Processes and Influences,A5006728685,accepted_author_fragment:A5006728685,true,Deterministic 12-work audit covers both accepted Author-ID fragment anchors. The 1967 memory-span work is independently attributed to Sandra L. Leiblum; later sampled works are concordant sexual-health/sex-therapy research. No sampled contamination found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q7416679,Sandra Leiblum,VERIFIED_CLUSTER,W2069897728,2000,REPORT OF THE INTERNATIONAL CONSENSUS DEVELOPMENT CONFERENCE ON FEMALE SEXUAL DYSFUNCTION: DEFINITIONS AND CLASSIFICATIONS,1263,Sexual function and dysfunction studies,A5075417166,accepted_author_fragment:A5075417166,true,Deterministic 12-work audit covers both accepted Author-ID fragment anchors. The 1967 memory-span work is independently attributed to Sandra L. Leiblum; later sampled works are concordant sexual-health/sex-therapy research. No sampled contamination found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q7416679,Sandra Leiblum,VERIFIED_CLUSTER,W2790483449,2000,Female Sexual Function Index,14,Sexual function and dysfunction studies,A5075417166,temporal_median,true,Deterministic 12-work audit covers both accepted Author-ID fragment anchors. The 1967 memory-span work is independently attributed to Sandra L. Leiblum; later sampled works are concordant sexual-health/sex-therapy research. No sampled contamination found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q7416679,Sandra Leiblum,VERIFIED_CLUSTER,W3021446788,2010,PRINCÍPIOS E PRATICA EM TERAPIA SEXUAL,0,"Gender, Sexuality, and Education",A5075417166,latest,true,Deterministic 12-work audit covers both accepted Author-ID fragment anchors. The 1967 memory-span work is independently attributed to Sandra L. Leiblum; later sampled works are concordant sexual-health/sex-therapy research. No sampled contamination found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q7416679,Sandra Leiblum,VERIFIED_CLUSTER,W2336273414,2000,Transdermal Testosterone Treatment in Women with Impaired Sexual Function after Oophorectomy,960,Sexual function and dysfunction studies,A5075417166,high_citation,true,Deterministic 12-work audit covers both accepted Author-ID fragment anchors. The 1967 memory-span work is independently attributed to Sandra L. Leiblum; later sampled works are concordant sexual-health/sex-therapy research. No sampled contamination found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q7416679,Sandra Leiblum,VERIFIED_CLUSTER,W2034572972,2002,The Female Sexual Distress Scale (FSDS): Initial Validation of a Standardized Scale for Assessment of Sexually Related Personal Distress in Women,793,Sexual function and dysfunction studies,A5075417166,high_citation,true,Deterministic 12-work audit covers both accepted Author-ID fragment anchors. The 1967 memory-span work is independently attributed to Sandra L. Leiblum; later sampled works are concordant sexual-health/sex-therapy research. No sampled contamination found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q7416679,Sandra Leiblum,VERIFIED_CLUSTER,W2102433596,2010,Psychological and Interpersonal Dimensions of Sexual Function and Dysfunction,603,Sexual function and dysfunction studies,A5075417166,high_citation,true,Deterministic 12-work audit covers both accepted Author-ID fragment anchors. The 1967 memory-span work is independently attributed to Sandra L. Leiblum; later sampled works are concordant sexual-health/sex-therapy research. No sampled contamination found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q7416679,Sandra Leiblum,VERIFIED_CLUSTER,W2107116520,2003,Definitions of women's sexual dysfunction reconsidered: Advocating expansion and revision,477,Sexual function and dysfunction studies,A5075417166,high_citation,true,Deterministic 12-work audit covers both accepted Author-ID fragment anchors. The 1967 memory-span work is independently attributed to Sandra L. Leiblum; later sampled works are concordant sexual-health/sex-therapy research. No sampled contamination found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q7416679,Sandra Leiblum,VERIFIED_CLUSTER,W2160698316,2004,Revised Definitions of Women's Sexual Dysfunction,452,Sexual function and dysfunction studies,A5075417166,high_citation,true,Deterministic 12-work audit covers both accepted Author-ID fragment anchors. The 1967 memory-span work is independently attributed to Sandra L. Leiblum; later sampled works are concordant sexual-health/sex-therapy research. No sampled contamination found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q7416679,Sandra Leiblum,VERIFIED_CLUSTER,W2062126815,2002,"Female androgen insufficiency: the princeton consensus statement on definition, classification, and assessment",444,Hormonal and reproductive studies,A5075417166,high_citation,true,Deterministic 12-work audit covers both accepted Author-ID fragment anchors. The 1967 memory-span work is independently attributed to Sandra L. Leiblum; later sampled works are concordant sexual-health/sex-therapy research. No sampled contamination found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q7416679,Sandra Leiblum,VERIFIED_CLUSTER,W2004405160,2006,Hypoactive sexual desire disorder in postmenopausal women: US results from the Women's International Study of Health and Sexuality (WISHeS),443,Sexual function and dysfunction studies,A5075417166,high_citation,true,Deterministic 12-work audit covers both accepted Author-ID fragment anchors. The 1967 memory-span work is independently attributed to Sandra L. Leiblum; later sampled works are concordant sexual-health/sex-therapy research. No sampled contamination found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q7416679,Sandra Leiblum,VERIFIED_CLUSTER,W1989755880,1993,Prevalence of sexual dysfunction in women: Results of a survey study of 329 women in an outpatient gynecological clinic,397,Sexual function and dysfunction studies,A5075417166,high_citation,true,Deterministic 12-work audit covers both accepted Author-ID fragment anchors. The 1967 memory-span work is independently attributed to Sandra L. Leiblum; later sampled works are concordant sexual-health/sex-therapy research. No sampled contamination found.,ARIS4C 000 pre-exposure evidence review,true
cv_Q47216729,Alfonso W. Quiroz,VERIFIED_CLUSTER,W2335221281,1994,"Reassessing the Role of Credit in Late Colonial Peru: Censos, Escrituras, and Imposiciones",36,Historical Studies in Latin America,A5073210039,accepted_author_fragment:A5073210039,true,"Deterministic 12-work audit covers all three accepted Author-ID fragment anchors and is consistently Peru/Cuba economic, financial, colonial and corruption history. Universidad del Pacífico and Wilson Center independently confirm focal works/career; no sampled contamination found.",ARIS4C 000 pre-exposure evidence review,true
cv_Q47216729,Alfonso W. Quiroz,VERIFIED_CLUSTER,W2768511506,1987,La deuda defraudada,4,"Aging, Health, and Disability",A5096507866,accepted_author_fragment:A5096507866,true,"Deterministic 12-work audit covers all three accepted Author-ID fragment anchors and is consistently Peru/Cuba economic, financial, colonial and corruption history. Universidad del Pacífico and Wilson Center independently confirm focal works/career; no sampled contamination found.",ARIS4C 000 pre-exposure evidence review,true
cv_Q47216729,Alfonso W. Quiroz,VERIFIED_CLUSTER,W2084353576,1986,"Grupos económicos y decisiones financieras en el Perú, 1884-1930",1,History and Politics in Latin America,A5110164869,accepted_author_fragment:A5110164869,true,"Deterministic 12-work audit covers all three accepted Author-ID fragment anchors and is consistently Peru/Cuba economic, financial, colonial and corruption history. Universidad del Pacífico and Wilson Center independently confirm focal works/career; no sampled contamination found.",ARIS4C 000 pre-exposure evidence review,true
cv_Q47216729,Alfonso W. Quiroz,VERIFIED_CLUSTER,W2305414418,1996,"Gisela von Wobeser: El crédito eclesiástico en la Nueva España, siglo xviii",0,Historical Studies in Latin America,A5073210039,temporal_median,true,"Deterministic 12-work audit covers all three accepted Author-ID fragment anchors and is consistently Peru/Cuba economic, financial, colonial and corruption history. Universidad del Pacífico and Wilson Center independently confirm focal works/career; no sampled contamination found.",ARIS4C 000 pre-exposure evidence review,true
cv_Q47216729,Alfonso W. Quiroz,VERIFIED_CLUSTER,W4293144174,2013,"17 Cuba: Nonviolent Strategies for Autonomy and Independence, 1810s–1902",0,Cuban History and Society,A5073210039,latest,true,"Deterministic 12-work audit covers all three accepted Author-ID fragment anchors and is consistently Peru/Cuba economic, financial, colonial and corruption history. Universidad del Pacífico and Wilson Center independently confirm focal works/career; no sampled contamination found.",ARIS4C 000 pre-exposure evidence review,true
cv_Q47216729,Alfonso W. Quiroz,VERIFIED_CLUSTER,W2327863635,1991,"Financial Development in Peru Under Agrarian Export Influence, 1884-1950",30,History and Politics in Latin America,A5073210039,high_citation,true,"Deterministic 12-work audit covers all three accepted Author-ID fragment anchors and is consistently Peru/Cuba economic, financial, colonial and corruption history. Universidad del Pacífico and Wilson Center independently confirm focal works/career; no sampled contamination found.",ARIS4C 000 pre-exposure evidence review,true
cv_Q47216729,Alfonso W. Quiroz,VERIFIED_CLUSTER,W2029767684,1989,"The Peruvian Mining Industry: Growth, Stagnation, and Crisis.",29,Mining and Resource Management,A5073210039,high_citation,true,"Deterministic 12-work audit covers all three accepted Author-ID fragment anchors and is consistently Peru/Cuba economic, financial, colonial and corruption history. Universidad del Pacífico and Wilson Center independently confirm focal works/career; no sampled contamination found.",ARIS4C 000 pre-exposure evidence review,true
cv_Q47216729,Alfonso W. Quiroz,VERIFIED_CLUSTER,W2012806147,1992,"Desarrollo financiero y economia agraria de exportacion en el Peru, 1884–1950",28,History and Politics in Latin America,A5073210039,high_citation,true,"Deterministic 12-work audit covers all three accepted Author-ID fragment anchors and is consistently Peru/Cuba economic, financial, colonial and corruption history. Universidad del Pacífico and Wilson Center independently confirm focal works/career; no sampled contamination found.",ARIS4C 000 pre-exposure evidence review,true
cv_Q47216729,Alfonso W. Quiroz,VERIFIED_CLUSTER,W597841356,2008,Corrupt Circles: A History of Unbound Graft in Peru,28,"Crime, Illicit Activities, and Governance",A5073210039,high_citation,true,"Deterministic 12-work audit covers all three accepted Author-ID fragment anchors and is consistently Peru/Cuba economic, financial, colonial and corruption history. Universidad del Pacífico and Wilson Center independently confirm focal works/career; no sampled contamination found.",ARIS4C 000 pre-exposure evidence review,true
cv_Q47216729,Alfonso W. Quiroz,VERIFIED_CLUSTER,W2100048414,1993,Peru under Garcia: An Opportunity Lost.,27,Political and Social Dynamics in Chile and Latin America,A5073210039,high_citation,true,"Deterministic 12-work audit covers all three accepted Author-ID fragment anchors and is consistently Peru/Cuba economic, financial, colonial and corruption history. Universidad del Pacífico and Wilson Center independently confirm focal works/career; no sampled contamination found.",ARIS4C 000 pre-exposure evidence review,true
